,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[57, 5]",0.0,0.003,0.0,0.0,0.0,0.0,31.0,315.0,1.12
"p[57, 6]",0.005,0.012,0.0,0.021,0.001,0.001,86.0,385.0,1.05
"p[57, 7]",0.016,0.027,0.0,0.061,0.001,0.001,643.0,1110.0,1.01
"p[57, 8]",0.002,0.012,0.0,0.008,0.0,0.0,236.0,364.0,1.01
"p[57, 9]",0.021,0.042,0.0,0.084,0.001,0.001,406.0,729.0,1.01
"p[57, 10]",0.001,0.007,0.0,0.002,0.0,0.0,138.0,376.0,1.01
"p[57, 11]",0.001,0.007,0.0,0.002,0.0,0.0,177.0,609.0,1.03
"p[57, 12]",0.0,0.002,0.0,0.0,0.0,0.0,80.0,541.0,1.07
"p[57, 13]",0.001,0.005,0.0,0.001,0.0,0.0,46.0,609.0,1.08
"p[57, 14]",0.001,0.006,0.0,0.001,0.0,0.0,228.0,715.0,1.02
"p[57, 15]",0.001,0.006,0.0,0.002,0.0,0.0,508.0,960.0,1.02
"p[58, 0]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,98.0,1.12
"p[58, 1]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,125.0,1.1
"p[58, 2]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,42.0,1.17
"p[58, 3]",0.997,0.018,0.986,1.0,0.001,0.001,27.0,101.0,1.11
"p[58, 4]",0.0,0.0,0.0,0.0,0.0,0.0,58.0,168.0,1.07
"p[58, 5]",0.001,0.007,0.0,0.0,0.0,0.0,78.0,394.0,1.05
"p[58, 6]",0.0,0.003,0.0,0.0,0.0,0.0,21.0,51.0,1.13
"p[58, 7]",0.001,0.007,0.0,0.003,0.0,0.0,24.0,76.0,1.12
"p[58, 8]",0.0,0.003,0.0,0.0,0.0,0.0,68.0,224.0,1.06
"p[58, 9]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,134.0,1.16
"p[58, 10]",0.0,0.004,0.0,0.0,0.0,0.0,27.0,97.0,1.11
"p[58, 11]",0.001,0.011,0.0,0.0,0.0,0.0,37.0,239.0,1.09
"p[58, 12]",0.0,0.001,0.0,0.0,0.0,0.0,26.0,98.0,1.11
"p[58, 13]",0.0,0.006,0.0,0.0,0.0,0.0,19.0,52.0,1.15
"p[58, 14]",0.0,0.002,0.0,0.0,0.0,0.0,23.0,112.0,1.13
"p[58, 15]",0.0,0.001,0.0,0.0,0.0,0.0,29.0,84.0,1.1
"p[59, 0]",0.624,0.263,0.152,0.998,0.011,0.008,510.0,1023.0,1.01
"p[59, 1]",0.004,0.019,0.0,0.011,0.001,0.001,52.0,104.0,1.06
"p[59, 2]",0.002,0.006,0.0,0.006,0.001,0.001,10.0,28.0,1.33
"p[59, 3]",0.002,0.014,0.0,0.004,0.0,0.0,85.0,243.0,1.05
"p[59, 4]",0.074,0.136,0.0,0.359,0.007,0.005,101.0,392.0,1.04
"p[59, 5]",0.001,0.009,0.0,0.0,0.0,0.0,22.0,418.0,1.13
"p[59, 6]",0.283,0.239,0.0,0.744,0.011,0.008,475.0,1015.0,1.02
"p[59, 7]",0.007,0.024,0.0,0.028,0.001,0.001,33.0,74.0,1.09
"p[59, 8]",0.0,0.005,0.0,0.0,0.0,0.0,65.0,306.0,1.05
"p[59, 9]",0.002,0.018,0.0,0.005,0.0,0.0,152.0,529.0,1.03
"p[59, 10]",0.0,0.004,0.0,0.0,0.0,0.0,15.0,21.0,1.19
"p[59, 11]",0.001,0.021,0.0,0.0,0.0,0.0,39.0,560.0,1.08
"p[59, 12]",0.0,0.001,0.0,0.0,0.0,0.0,45.0,409.0,1.08
"p[59, 13]",0.0,0.007,0.0,0.0,0.0,0.0,58.0,521.0,1.06
"p[59, 14]",0.0,0.003,0.0,0.0,0.0,0.0,267.0,626.0,1.02
"p[59, 15]",0.0,0.007,0.0,0.0,0.0,0.0,51.0,276.0,1.06
"p[60, 0]",0.008,0.025,0.0,0.034,0.001,0.001,322.0,422.0,1.02
"p[60, 1]",0.001,0.008,0.0,0.001,0.0,0.0,27.0,132.0,1.11
"p[60, 2]",0.018,0.052,0.0,0.083,0.002,0.001,230.0,363.0,1.01
"p[60, 3]",0.0,0.005,0.0,0.0,0.0,0.0,13.0,24.0,1.23
"p[60, 4]",0.091,0.155,0.0,0.4,0.007,0.005,137.0,234.0,1.05
"p[60, 5]",0.017,0.078,0.0,0.066,0.003,0.002,45.0,93.0,1.09
"p[60, 6]",0.811,0.209,0.383,1.0,0.01,0.007,309.0,357.0,1.02
"p[60, 7]",0.042,0.088,0.0,0.191,0.003,0.002,424.0,744.0,1.01
"p[60, 8]",0.002,0.023,0.0,0.001,0.001,0.0,128.0,285.0,1.04
"p[60, 9]",0.001,0.013,0.0,0.0,0.0,0.0,24.0,256.0,1.13
"p[60, 10]",0.003,0.026,0.0,0.001,0.001,0.0,37.0,282.0,1.08
"p[60, 11]",0.002,0.019,0.0,0.001,0.0,0.0,117.0,328.0,1.04
"p[60, 12]",0.0,0.007,0.0,0.0,0.0,0.0,42.0,428.0,1.08
"p[60, 13]",0.001,0.015,0.0,0.0,0.0,0.0,54.0,430.0,1.06
"p[60, 14]",0.001,0.013,0.0,0.0,0.0,0.0,163.0,423.0,1.04
"p[60, 15]",0.001,0.013,0.0,0.001,0.0,0.0,51.0,333.0,1.07
"p[61, 0]",0.308,0.282,0.0,0.847,0.008,0.006,1123.0,1875.0,1.0
"p[61, 1]",0.006,0.039,0.0,0.011,0.001,0.001,196.0,253.0,1.02
"p[61, 2]",0.019,0.07,0.0,0.08,0.003,0.002,74.0,205.0,1.05
"p[61, 3]",0.041,0.118,0.0,0.209,0.003,0.002,384.0,779.0,1.03
"p[61, 4]",0.0,0.004,0.0,0.0,0.0,0.0,22.0,184.0,1.14
"p[61, 5]",0.007,0.05,0.0,0.008,0.001,0.001,40.0,41.0,1.07
"p[61, 6]",0.0,0.001,0.0,0.0,0.0,0.0,50.0,218.0,1.08
"p[61, 7]",0.602,0.301,0.084,1.0,0.008,0.006,1381.0,2260.0,1.0
"p[61, 8]",0.005,0.043,0.0,0.001,0.001,0.001,210.0,328.0,1.01
"p[61, 9]",0.001,0.018,0.0,0.0,0.001,0.0,14.0,73.0,1.21
"p[61, 10]",0.004,0.033,0.0,0.001,0.001,0.001,33.0,105.0,1.09
"p[61, 11]",0.004,0.032,0.0,0.0,0.001,0.0,216.0,505.0,1.02
"p[61, 12]",0.001,0.019,0.0,0.0,0.001,0.0,17.0,60.0,1.18
"p[61, 13]",0.001,0.012,0.0,0.0,0.0,0.0,32.0,236.0,1.1
"p[61, 14]",0.001,0.015,0.0,0.0,0.0,0.0,18.0,71.0,1.16
"p[61, 15]",0.001,0.02,0.0,0.0,0.0,0.0,36.0,143.0,1.08
"p[62, 0]",0.991,0.017,0.961,1.0,0.001,0.001,77.0,60.0,1.03
"p[62, 1]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,70.0,1.32
"p[62, 2]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,1.84
"p[62, 3]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,15.0,1.22
"p[62, 4]",0.001,0.007,0.0,0.003,0.001,0.0,7.0,23.0,1.64
"p[62, 5]",0.002,0.006,0.0,0.006,0.0,0.0,12.0,63.0,1.27
"p[62, 6]",0.001,0.006,0.0,0.006,0.001,0.0,7.0,25.0,1.59
"p[62, 7]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,1.11
"p[62, 8]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,68.0,1.35
"p[62, 9]",0.001,0.007,0.0,0.003,0.0,0.0,14.0,67.0,1.23
"p[62, 10]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,28.0,1.22
"p[62, 11]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,56.0,1.19
"p[62, 12]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,1.08
"p[62, 13]",0.001,0.005,0.0,0.001,0.0,0.0,15.0,38.0,1.25
"p[62, 14]",0.001,0.006,0.0,0.001,0.0,0.0,50.0,108.0,1.07
"p[62, 15]",0.001,0.006,0.0,0.005,0.0,0.0,31.0,157.0,1.1
"p[63, 0]",0.0,0.009,0.0,0.0,0.0,0.0,182.0,534.0,1.02
"p[63, 1]",0.002,0.025,0.0,0.0,0.001,0.001,96.0,427.0,1.03
"p[63, 2]",0.049,0.136,0.0,0.286,0.005,0.004,176.0,415.0,1.03
"p[63, 3]",0.863,0.239,0.303,1.0,0.01,0.008,229.0,648.0,1.03
"p[63, 4]",0.003,0.03,0.0,0.0,0.001,0.001,55.0,268.0,1.06
"p[63, 5]",0.003,0.032,0.0,0.0,0.001,0.0,25.0,199.0,1.12
"p[63, 6]",0.005,0.041,0.0,0.002,0.001,0.001,229.0,474.0,1.03
"p[63, 7]",0.029,0.105,0.0,0.134,0.003,0.002,185.0,560.0,1.04
"p[63, 8]",0.005,0.044,0.0,0.001,0.001,0.001,108.0,248.0,1.03
"p[63, 9]",0.005,0.049,0.0,0.001,0.001,0.001,17.0,128.0,1.17
"p[63, 10]",0.006,0.053,0.0,0.001,0.001,0.001,109.0,473.0,1.03
"p[63, 11]",0.004,0.042,0.0,0.0,0.001,0.001,175.0,418.0,1.04
"p[63, 12]",0.023,0.095,0.0,0.097,0.005,0.003,46.0,461.0,1.08
"p[63, 13]",0.002,0.034,0.0,0.0,0.001,0.001,83.0,219.0,1.05
"p[63, 14]",0.001,0.027,0.0,0.0,0.001,0.0,27.0,149.0,1.13
"p[63, 15]",0.001,0.022,0.0,0.0,0.0,0.0,32.0,64.0,1.09
"p[64, 0]",0.666,0.203,0.299,0.991,0.005,0.004,1407.0,2490.0,1.0
"p[64, 1]",0.035,0.066,0.0,0.148,0.002,0.001,491.0,682.0,1.01
"p[64, 2]",0.067,0.087,0.0,0.234,0.003,0.002,453.0,524.0,1.01
"p[64, 3]",0.007,0.027,0.0,0.028,0.001,0.001,69.0,148.0,1.05
"p[64, 4]",0.0,0.004,0.0,0.0,0.0,0.0,16.0,121.0,1.18
"p[64, 5]",0.0,0.007,0.0,0.0,0.0,0.0,30.0,178.0,1.11
"p[64, 6]",0.021,0.049,0.0,0.088,0.001,0.001,531.0,1027.0,1.02
"p[64, 7]",0.056,0.085,0.0,0.209,0.002,0.002,790.0,1283.0,1.0
"p[64, 8]",0.015,0.04,0.0,0.066,0.001,0.001,210.0,593.0,1.02
"p[64, 9]",0.126,0.144,0.0,0.411,0.004,0.002,1189.0,1533.0,1.01
"p[64, 10]",0.002,0.014,0.0,0.003,0.0,0.0,59.0,306.0,1.05
"p[64, 11]",0.002,0.016,0.0,0.003,0.0,0.0,143.0,543.0,1.04
"p[64, 12]",0.0,0.005,0.0,0.0,0.0,0.0,32.0,401.0,1.1
"p[64, 13]",0.001,0.012,0.0,0.0,0.0,0.0,327.0,630.0,1.03
"p[64, 14]",0.001,0.01,0.0,0.0,0.0,0.0,144.0,644.0,1.04
"p[64, 15]",0.001,0.01,0.0,0.0,0.0,0.0,254.0,541.0,1.02
"p[65, 0]",0.02,0.048,0.0,0.088,0.001,0.001,671.0,653.0,1.01
"p[65, 1]",0.017,0.036,0.0,0.07,0.001,0.001,189.0,760.0,1.02
"p[65, 2]",0.896,0.117,0.675,1.0,0.004,0.003,395.0,512.0,1.01
"p[65, 3]",0.015,0.049,0.0,0.073,0.002,0.001,257.0,622.0,1.02
"p[65, 4]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,1.36
"p[65, 5]",0.005,0.017,0.0,0.022,0.001,0.001,29.0,319.0,1.1
"p[65, 6]",0.009,0.029,0.0,0.04,0.001,0.001,499.0,718.0,1.02
"p[65, 7]",0.002,0.011,0.0,0.004,0.0,0.0,12.0,35.0,1.24
"p[65, 8]",0.005,0.027,0.0,0.015,0.001,0.001,101.0,227.0,1.04
"p[65, 9]",0.001,0.009,0.0,0.001,0.0,0.0,34.0,90.0,1.09
"p[65, 10]",0.018,0.058,0.0,0.081,0.002,0.001,230.0,543.0,1.03
"p[65, 11]",0.009,0.05,0.0,0.023,0.001,0.001,375.0,554.0,1.02
"p[65, 12]",0.001,0.009,0.0,0.001,0.0,0.0,100.0,459.0,1.06
"p[65, 13]",0.001,0.007,0.0,0.0,0.0,0.0,72.0,452.0,1.05
"p[65, 14]",0.001,0.013,0.0,0.0,0.0,0.0,153.0,427.0,1.03
"p[65, 15]",0.001,0.015,0.0,0.001,0.0,0.0,47.0,66.0,1.07
"p[66, 0]",0.001,0.014,0.0,0.0,0.0,0.0,97.0,311.0,1.03
"p[66, 1]",0.0,0.003,0.0,0.0,0.0,0.0,47.0,303.0,1.05
"p[66, 2]",0.002,0.014,0.0,0.004,0.0,0.0,85.0,177.0,1.03
"p[66, 3]",0.001,0.019,0.0,0.0,0.0,0.0,57.0,153.0,1.05
"p[66, 4]",0.004,0.031,0.0,0.004,0.001,0.001,180.0,297.0,1.03
"p[66, 5]",0.0,0.004,0.0,0.0,0.0,0.0,27.0,254.0,1.1
"p[66, 6]",0.001,0.008,0.0,0.0,0.0,0.0,105.0,387.0,1.03
"p[66, 7]",0.001,0.019,0.0,0.0,0.0,0.0,38.0,97.0,1.09
"p[66, 8]",0.977,0.085,0.908,1.0,0.002,0.001,172.0,296.0,1.02
"p[66, 9]",0.0,0.009,0.0,0.0,0.0,0.0,62.0,442.0,1.06
"p[66, 10]",0.001,0.011,0.0,0.0,0.0,0.0,72.0,73.0,1.05
"p[66, 11]",0.009,0.062,0.0,0.007,0.001,0.001,342.0,557.0,1.02
"p[66, 12]",0.001,0.016,0.0,0.0,0.0,0.0,49.0,357.0,1.07
"p[66, 13]",0.0,0.009,0.0,0.0,0.0,0.0,131.0,187.0,1.03
"p[66, 14]",0.001,0.015,0.0,0.0,0.0,0.0,75.0,483.0,1.05
"p[66, 15]",0.0,0.003,0.0,0.0,0.0,0.0,194.0,489.0,1.02
"p[67, 0]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,88.0,1.13
"p[67, 1]",0.0,0.0,0.0,0.0,0.0,0.0,26.0,89.0,1.11
"p[67, 2]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,36.0,1.2
"p[67, 3]",0.997,0.018,0.995,1.0,0.001,0.001,23.0,96.0,1.13
"p[67, 4]",0.0,0.0,0.0,0.0,0.0,0.0,61.0,161.0,1.07
"p[67, 5]",0.0,0.008,0.0,0.0,0.0,0.0,73.0,373.0,1.05
"p[67, 6]",0.0,0.001,0.0,0.0,0.0,0.0,18.0,39.0,1.16
"p[67, 7]",0.0,0.004,0.0,0.001,0.0,0.0,20.0,64.0,1.15
"p[67, 8]",0.0,0.007,0.0,0.0,0.0,0.0,50.0,178.0,1.07
"p[67, 9]",0.0,0.001,0.0,0.0,0.0,0.0,18.0,112.0,1.17
"p[67, 10]",0.0,0.005,0.0,0.0,0.0,0.0,25.0,100.0,1.12
"p[67, 11]",0.001,0.012,0.0,0.0,0.0,0.0,32.0,223.0,1.1
"p[67, 12]",0.0,0.001,0.0,0.0,0.0,0.0,24.0,108.0,1.12
"p[67, 13]",0.0,0.005,0.0,0.0,0.0,0.0,17.0,45.0,1.17
"p[67, 14]",0.0,0.002,0.0,0.0,0.0,0.0,20.0,98.0,1.14
"p[67, 15]",0.0,0.002,0.0,0.0,0.0,0.0,26.0,75.0,1.11
"p[68, 0]",0.991,0.017,0.961,1.0,0.001,0.001,77.0,60.0,1.03
"p[68, 1]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,70.0,1.32
"p[68, 2]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,1.84
"p[68, 3]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,15.0,1.22
"p[68, 4]",0.001,0.007,0.0,0.003,0.001,0.0,7.0,23.0,1.64
"p[68, 5]",0.002,0.006,0.0,0.006,0.0,0.0,12.0,63.0,1.27
"p[68, 6]",0.001,0.006,0.0,0.006,0.001,0.0,7.0,25.0,1.59
"p[68, 7]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,1.11
"p[68, 8]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,68.0,1.35
"p[68, 9]",0.001,0.007,0.0,0.003,0.0,0.0,14.0,67.0,1.23
"p[68, 10]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,28.0,1.22
"p[68, 11]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,56.0,1.19
"p[68, 12]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,1.08
"p[68, 13]",0.001,0.005,0.0,0.001,0.0,0.0,15.0,38.0,1.25
"p[68, 14]",0.001,0.006,0.0,0.001,0.0,0.0,50.0,108.0,1.07
"p[68, 15]",0.001,0.006,0.0,0.005,0.0,0.0,31.0,157.0,1.1
"p[69, 0]",0.991,0.017,0.961,1.0,0.001,0.001,77.0,60.0,1.03
"p[69, 1]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,70.0,1.32
"p[69, 2]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,1.84
"p[69, 3]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,15.0,1.22
"p[69, 4]",0.001,0.007,0.0,0.003,0.001,0.0,7.0,23.0,1.64
"p[69, 5]",0.002,0.006,0.0,0.006,0.0,0.0,12.0,63.0,1.27
"p[69, 6]",0.001,0.006,0.0,0.006,0.001,0.0,7.0,25.0,1.59
"p[69, 7]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,1.11
"p[69, 8]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,68.0,1.35
"p[69, 9]",0.001,0.007,0.0,0.003,0.0,0.0,14.0,67.0,1.23
"p[69, 10]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,28.0,1.22
"p[69, 11]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,56.0,1.19
"p[69, 12]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,1.08
"p[69, 13]",0.001,0.005,0.0,0.001,0.0,0.0,15.0,38.0,1.25
"p[69, 14]",0.001,0.006,0.0,0.001,0.0,0.0,50.0,108.0,1.07
"p[69, 15]",0.001,0.006,0.0,0.005,0.0,0.0,31.0,157.0,1.1
"p[70, 0]",0.0,0.004,0.0,0.0,0.0,0.0,24.0,56.0,1.12
"p[70, 1]",0.0,0.003,0.0,0.0,0.0,0.0,90.0,248.0,1.05
"p[70, 2]",0.002,0.012,0.0,0.003,0.0,0.0,23.0,194.0,1.13
"p[70, 3]",0.006,0.042,0.0,0.013,0.001,0.001,110.0,301.0,1.03
"p[70, 4]",0.001,0.018,0.0,0.0,0.0,0.0,117.0,135.0,1.05
"p[70, 5]",0.981,0.068,0.922,1.0,0.002,0.002,46.0,210.0,1.07
"p[70, 6]",0.0,0.006,0.0,0.0,0.0,0.0,119.0,216.0,1.05
"p[70, 7]",0.003,0.025,0.0,0.004,0.001,0.0,29.0,133.0,1.11
"p[70, 8]",0.0,0.003,0.0,0.0,0.0,0.0,99.0,528.0,1.05
"p[70, 9]",0.001,0.02,0.0,0.0,0.001,0.0,33.0,308.0,1.1
"p[70, 10]",0.001,0.02,0.0,0.0,0.0,0.0,111.0,178.0,1.04
"p[70, 11]",0.0,0.001,0.0,0.0,0.0,0.0,89.0,688.0,1.04
"p[70, 12]",0.0,0.008,0.0,0.0,0.0,0.0,49.0,271.0,1.07
"p[70, 13]",0.001,0.01,0.0,0.0,0.0,0.0,49.0,276.0,1.09
"p[70, 14]",0.001,0.014,0.0,0.0,0.0,0.0,32.0,394.0,1.1
"p[70, 15]",0.001,0.011,0.0,0.0,0.0,0.0,47.0,393.0,1.07
"p[71, 0]",0.243,0.24,0.0,0.726,0.007,0.005,1036.0,2005.0,1.0
"p[71, 1]",0.004,0.027,0.0,0.01,0.001,0.001,69.0,359.0,1.05
"p[71, 2]",0.008,0.038,0.0,0.026,0.001,0.001,69.0,187.0,1.05
"p[71, 3]",0.001,0.018,0.0,0.001,0.0,0.0,12.0,26.0,1.24
"p[71, 4]",0.006,0.049,0.0,0.004,0.001,0.001,78.0,229.0,1.05
"p[71, 5]",0.0,0.006,0.0,0.0,0.0,0.0,22.0,27.0,1.13
"p[71, 6]",0.005,0.035,0.0,0.004,0.001,0.001,57.0,381.0,1.06
"p[71, 7]",0.721,0.25,0.237,1.0,0.007,0.005,1170.0,1978.0,1.0
"p[71, 8]",0.002,0.025,0.0,0.0,0.001,0.0,136.0,288.0,1.01
"p[71, 9]",0.003,0.032,0.0,0.0,0.001,0.001,14.0,86.0,1.21
"p[71, 10]",0.002,0.021,0.0,0.001,0.001,0.0,26.0,80.0,1.11
"p[71, 11]",0.001,0.019,0.0,0.0,0.0,0.0,201.0,446.0,1.02
"p[71, 12]",0.001,0.014,0.0,0.0,0.001,0.0,18.0,180.0,1.17
"p[71, 13]",0.001,0.019,0.0,0.0,0.0,0.0,38.0,301.0,1.07
"p[71, 14]",0.001,0.008,0.0,0.0,0.0,0.0,21.0,184.0,1.14
"p[71, 15]",0.001,0.017,0.0,0.0,0.0,0.0,35.0,239.0,1.09
"p[72, 0]",0.906,0.071,0.778,0.997,0.002,0.001,1067.0,2628.0,1.0
"p[72, 1]",0.014,0.023,0.0,0.054,0.001,0.0,611.0,1257.0,1.01
"p[72, 2]",0.008,0.014,0.0,0.029,0.001,0.001,52.0,332.0,1.06
"p[72, 3]",0.004,0.013,0.0,0.016,0.0,0.0,104.0,447.0,1.04
"p[72, 4]",0.0,0.001,0.0,0.0,0.0,0.0,17.0,124.0,1.17
"p[72, 5]",0.0,0.002,0.0,0.0,0.0,0.0,28.0,275.0,1.13
"p[72, 6]",0.007,0.013,0.0,0.027,0.001,0.001,103.0,534.0,1.04
"p[72, 7]",0.021,0.03,0.0,0.073,0.001,0.001,969.0,1377.0,1.0
"p[72, 8]",0.003,0.012,0.0,0.015,0.0,0.0,231.0,408.0,1.01
"p[72, 9]",0.033,0.051,0.0,0.124,0.002,0.001,549.0,1012.0,1.01
"p[72, 10]",0.001,0.006,0.0,0.002,0.0,0.0,114.0,397.0,1.02
"p[72, 11]",0.001,0.006,0.0,0.002,0.0,0.0,180.0,657.0,1.03
"p[72, 12]",0.0,0.001,0.0,0.0,0.0,0.0,55.0,606.0,1.08
"p[72, 13]",0.0,0.004,0.0,0.0,0.0,0.0,76.0,707.0,1.06
"p[72, 14]",0.0,0.004,0.0,0.001,0.0,0.0,295.0,683.0,1.02
"p[72, 15]",0.001,0.004,0.0,0.001,0.0,0.0,523.0,972.0,1.02
"p[73, 0]",0.0,0.002,0.0,0.0,0.0,0.0,40.0,78.0,1.09
"p[73, 1]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,178.0,1.09
"p[73, 2]",0.0,0.001,0.0,0.0,0.0,0.0,15.0,78.0,1.2
"p[73, 3]",0.0,0.001,0.0,0.0,0.0,0.0,98.0,256.0,1.05
"p[73, 4]",0.999,0.009,1.0,1.0,0.0,0.0,20.0,214.0,1.15
"p[73, 5]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,137.0,1.11
"p[73, 6]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,161.0,1.14
"p[73, 7]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,1.23
"p[73, 8]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,264.0,1.08
"p[73, 9]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,1.2
"p[73, 10]",0.0,0.004,0.0,0.0,0.0,0.0,11.0,12.0,1.29
"p[73, 11]",0.0,0.007,0.0,0.0,0.0,0.0,91.0,317.0,1.05
"p[73, 12]",0.0,0.005,0.0,0.0,0.0,0.0,18.0,267.0,1.16
"p[73, 13]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,99.0,1.25
"p[73, 14]",0.0,0.001,0.0,0.0,0.0,0.0,24.0,319.0,1.14
"p[73, 15]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,162.0,1.07
"p[74, 0]",0.925,0.064,0.81,0.998,0.002,0.002,708.0,1628.0,1.01
"p[74, 1]",0.013,0.022,0.0,0.047,0.001,0.0,482.0,1021.0,1.02
"p[74, 2]",0.004,0.008,0.0,0.015,0.001,0.0,42.0,309.0,1.07
"p[74, 3]",0.005,0.015,0.0,0.02,0.0,0.0,158.0,406.0,1.03
"p[74, 4]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,149.0,1.15
"p[74, 5]",0.0,0.002,0.0,0.0,0.0,0.0,30.0,327.0,1.12
"p[74, 6]",0.006,0.012,0.0,0.022,0.001,0.001,89.0,395.0,1.05
"p[74, 7]",0.017,0.026,0.0,0.062,0.001,0.001,723.0,1179.0,1.01
"p[74, 8]",0.002,0.011,0.0,0.01,0.0,0.0,234.0,378.0,1.01
"p[74, 9]",0.024,0.044,0.0,0.094,0.002,0.001,428.0,800.0,1.01
"p[74, 10]",0.001,0.006,0.0,0.002,0.0,0.0,133.0,396.0,1.01
"p[74, 11]",0.001,0.006,0.0,0.002,0.0,0.0,178.0,659.0,1.03
"p[74, 12]",0.0,0.001,0.0,0.0,0.0,0.0,73.0,543.0,1.07
"p[74, 13]",0.0,0.004,0.0,0.001,0.0,0.0,52.0,577.0,1.07
"p[74, 14]",0.001,0.005,0.0,0.001,0.0,0.0,246.0,736.0,1.02
"p[74, 15]",0.001,0.005,0.0,0.001,0.0,0.0,518.0,997.0,1.02
"p[75, 0]",0.59,0.251,0.142,0.983,0.014,0.01,294.0,715.0,1.01
"p[75, 1]",0.145,0.162,0.0,0.479,0.007,0.005,442.0,1003.0,1.01
"p[75, 2]",0.063,0.092,0.0,0.24,0.006,0.004,132.0,256.0,1.03
"p[75, 3]",0.021,0.06,0.0,0.1,0.003,0.002,49.0,313.0,1.06
"p[75, 4]",0.003,0.017,0.0,0.007,0.001,0.0,19.0,143.0,1.15
"p[75, 5]",0.0,0.004,0.0,0.0,0.0,0.0,18.0,140.0,1.17
"p[75, 6]",0.047,0.086,0.0,0.199,0.004,0.003,166.0,493.0,1.04
"p[75, 7]",0.089,0.124,0.0,0.331,0.005,0.003,657.0,1196.0,1.01
"p[75, 8]",0.003,0.018,0.0,0.01,0.001,0.0,82.0,261.0,1.04
"p[75, 9]",0.027,0.076,0.0,0.121,0.004,0.003,37.0,418.0,1.08
"p[75, 10]",0.002,0.017,0.0,0.004,0.001,0.0,92.0,374.0,1.03
"p[75, 11]",0.002,0.022,0.0,0.002,0.0,0.0,109.0,591.0,1.04
"p[75, 12]",0.004,0.031,0.0,0.006,0.001,0.001,109.0,561.0,1.06
"p[75, 13]",0.001,0.005,0.0,0.001,0.0,0.0,56.0,592.0,1.07
"p[75, 14]",0.001,0.013,0.0,0.001,0.0,0.0,180.0,683.0,1.04
"p[75, 15]",0.001,0.013,0.0,0.001,0.0,0.0,273.0,733.0,1.03
"p[76, 0]",0.008,0.023,0.0,0.032,0.001,0.001,120.0,486.0,1.04
"p[76, 1]",0.011,0.031,0.0,0.046,0.002,0.001,69.0,309.0,1.04
"p[76, 2]",0.45,0.246,0.032,0.868,0.007,0.005,1293.0,2449.0,1.0
"p[76, 3]",0.01,0.041,0.0,0.041,0.001,0.001,48.0,262.0,1.07
"p[76, 4]",0.0,0.001,0.0,0.0,0.0,0.0,11.0,52.0,1.28
"p[76, 5]",0.012,0.045,0.0,0.05,0.001,0.001,51.0,352.0,1.07
"p[76, 6]",0.014,0.041,0.0,0.06,0.001,0.001,106.0,654.0,1.05
"p[76, 7]",0.001,0.009,0.0,0.004,0.0,0.0,11.0,33.0,1.29
"p[76, 8]",0.479,0.261,0.024,0.897,0.007,0.005,1395.0,2477.0,1.0
"p[76, 9]",0.001,0.009,0.0,0.001,0.0,0.0,29.0,95.0,1.1
