,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
beta_sd[6],2.513,0.961,0.74,4.326,0.184,0.132,25.0,60.0,1.12
beta_sd[7],2.217,1.102,0.392,4.22,0.312,0.226,12.0,63.0,1.26
beta_sd[8],3.58,1.315,1.292,6.001,0.227,0.162,32.0,109.0,1.08
beta_sd[9],3.285,1.444,0.659,5.85,0.404,0.293,13.0,35.0,1.22
beta_sd[10],3.633,1.858,0.198,6.999,0.654,0.48,8.0,14.0,1.48
beta_sd[11],3.736,1.318,1.441,6.22,0.116,0.082,127.0,300.0,1.03
beta_sd[12],3.002,1.447,0.33,5.485,0.378,0.272,12.0,13.0,1.24
beta_sd[13],2.022,1.244,0.285,4.24,0.239,0.171,18.0,27.0,1.18
beta_sd[14],2.145,1.346,0.286,4.569,0.24,0.171,25.0,64.0,1.13
beta_sd[15],2.52,1.304,0.323,4.962,0.338,0.244,15.0,34.0,1.19
"p[0, 0]",0.05,0.105,0.0,0.236,0.006,0.004,35.0,32.0,1.08
"p[0, 1]",0.039,0.098,0.0,0.185,0.009,0.007,33.0,175.0,1.08
"p[0, 2]",0.209,0.221,0.0,0.646,0.015,0.01,79.0,274.0,1.05
"p[0, 3]",0.436,0.295,0.0,0.917,0.011,0.008,744.0,1295.0,1.0
"p[0, 4]",0.001,0.008,0.0,0.0,0.0,0.0,9.0,32.0,1.37
"p[0, 5]",0.037,0.111,0.0,0.2,0.004,0.003,122.0,476.0,1.04
"p[0, 6]",0.105,0.169,0.0,0.46,0.01,0.007,88.0,234.0,1.06
"p[0, 7]",0.118,0.167,0.0,0.457,0.017,0.012,29.0,41.0,1.1
"p[0, 8]",0.0,0.002,0.0,0.0,0.0,0.0,49.0,251.0,1.06
"p[0, 9]",0.001,0.008,0.0,0.0,0.0,0.0,12.0,80.0,1.26
"p[0, 10]",0.002,0.015,0.0,0.002,0.001,0.0,28.0,132.0,1.11
"p[0, 11]",0.001,0.016,0.0,0.0,0.0,0.0,105.0,543.0,1.04
"p[0, 12]",0.002,0.022,0.0,0.002,0.001,0.0,31.0,252.0,1.1
"p[0, 13]",0.0,0.005,0.0,0.0,0.0,0.0,31.0,310.0,1.1
"p[0, 14]",0.0,0.006,0.0,0.0,0.0,0.0,26.0,202.0,1.12
"p[0, 15]",0.0,0.011,0.0,0.0,0.0,0.0,34.0,81.0,1.11
"p[1, 0]",0.009,0.041,0.0,0.03,0.002,0.001,32.0,89.0,1.11
"p[1, 1]",0.0,0.001,0.0,0.0,0.0,0.0,47.0,97.0,1.06
"p[1, 2]",0.003,0.019,0.0,0.007,0.001,0.001,12.0,34.0,1.25
"p[1, 3]",0.003,0.028,0.0,0.001,0.001,0.0,108.0,351.0,1.05
"p[1, 4]",0.973,0.078,0.876,1.0,0.003,0.003,35.0,83.0,1.09
"p[1, 5]",0.0,0.002,0.0,0.0,0.0,0.0,31.0,472.0,1.1
"p[1, 6]",0.004,0.028,0.0,0.009,0.001,0.001,43.0,356.0,1.07
"p[1, 7]",0.001,0.012,0.0,0.001,0.0,0.0,14.0,49.0,1.22
"p[1, 8]",0.0,0.001,0.0,0.0,0.0,0.0,41.0,383.0,1.07
"p[1, 9]",0.0,0.009,0.0,0.0,0.0,0.0,14.0,42.0,1.22
"p[1, 10]",0.005,0.032,0.0,0.011,0.001,0.001,15.0,34.0,1.2
"p[1, 11]",0.0,0.01,0.0,0.0,0.0,0.0,208.0,356.0,1.03
"p[1, 12]",0.0,0.01,0.0,0.0,0.0,0.0,18.0,222.0,1.15
"p[1, 13]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,47.0,1.18
"p[1, 14]",0.0,0.005,0.0,0.0,0.0,0.0,17.0,396.0,1.17
"p[1, 15]",0.0,0.002,0.0,0.0,0.0,0.0,36.0,55.0,1.1
"p[2, 0]",0.408,0.224,0.018,0.781,0.01,0.007,536.0,1144.0,1.01
"p[2, 1]",0.035,0.058,0.0,0.135,0.006,0.004,43.0,278.0,1.07
"p[2, 2]",0.337,0.202,0.009,0.69,0.01,0.007,367.0,569.0,1.01
"p[2, 3]",0.006,0.028,0.0,0.017,0.003,0.002,16.0,63.0,1.19
"p[2, 4]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,22.0,1.37
"p[2, 5]",0.001,0.005,0.0,0.002,0.0,0.0,10.0,91.0,1.3
"p[2, 6]",0.174,0.161,0.0,0.491,0.007,0.005,413.0,785.0,1.02
"p[2, 7]",0.028,0.059,0.0,0.121,0.006,0.004,14.0,36.0,1.2
"p[2, 8]",0.003,0.013,0.0,0.012,0.001,0.0,37.0,253.0,1.07
"p[2, 9]",0.005,0.021,0.0,0.016,0.001,0.001,19.0,84.0,1.16
"p[2, 10]",0.002,0.009,0.0,0.004,0.0,0.0,54.0,346.0,1.06
"p[2, 11]",0.001,0.006,0.0,0.0,0.0,0.0,40.0,376.0,1.08
"p[2, 12]",0.0,0.001,0.0,0.0,0.0,0.0,18.0,32.0,1.17
"p[2, 13]",0.0,0.006,0.0,0.0,0.0,0.0,32.0,359.0,1.09
"p[2, 14]",0.0,0.003,0.0,0.0,0.0,0.0,76.0,439.0,1.05
"p[2, 15]",0.0,0.004,0.0,0.0,0.0,0.0,31.0,164.0,1.09
"p[3, 0]",0.001,0.01,0.0,0.001,0.0,0.0,136.0,397.0,1.03
"p[3, 1]",0.0,0.003,0.0,0.0,0.0,0.0,50.0,272.0,1.04
"p[3, 2]",0.009,0.036,0.0,0.036,0.001,0.001,127.0,173.0,1.02
"p[3, 3]",0.001,0.012,0.0,0.0,0.0,0.0,45.0,166.0,1.07
"p[3, 4]",0.002,0.013,0.0,0.003,0.0,0.0,97.0,466.0,1.04
"p[3, 5]",0.001,0.012,0.0,0.0,0.0,0.0,35.0,239.0,1.08
"p[3, 6]",0.004,0.021,0.0,0.008,0.001,0.0,112.0,428.0,1.03
"p[3, 7]",0.001,0.009,0.0,0.001,0.0,0.0,28.0,113.0,1.11
"p[3, 8]",0.979,0.057,0.904,1.0,0.003,0.002,130.0,189.0,1.02
"p[3, 9]",0.0,0.002,0.0,0.0,0.0,0.0,51.0,401.0,1.06
"p[3, 10]",0.0,0.006,0.0,0.0,0.0,0.0,99.0,103.0,1.05
"p[3, 11]",0.0,0.007,0.0,0.0,0.0,0.0,304.0,459.0,1.02
"p[3, 12]",0.0,0.003,0.0,0.0,0.0,0.0,57.0,387.0,1.07
"p[3, 13]",0.0,0.003,0.0,0.0,0.0,0.0,133.0,238.0,1.03
"p[3, 14]",0.0,0.006,0.0,0.0,0.0,0.0,79.0,344.0,1.04
"p[3, 15]",0.0,0.004,0.0,0.0,0.0,0.0,196.0,464.0,1.02
"p[4, 0]",0.007,0.037,0.0,0.021,0.001,0.001,29.0,26.0,1.1
"p[4, 1]",0.021,0.074,0.0,0.09,0.003,0.002,96.0,328.0,1.05
"p[4, 2]",0.014,0.051,0.0,0.059,0.002,0.001,116.0,305.0,1.04
"p[4, 3]",0.645,0.305,0.083,1.0,0.014,0.01,718.0,1388.0,1.01
"p[4, 4]",0.001,0.015,0.0,0.0,0.0,0.0,14.0,42.0,1.22
"p[4, 5]",0.0,0.009,0.0,0.0,0.0,0.0,25.0,76.0,1.12
"p[4, 6]",0.018,0.068,0.0,0.064,0.003,0.002,71.0,469.0,1.05
"p[4, 7]",0.291,0.285,0.0,0.855,0.014,0.01,568.0,1424.0,1.01
"p[4, 8]",0.0,0.001,0.0,0.0,0.0,0.0,75.0,263.0,1.03
"p[4, 9]",0.0,0.005,0.0,0.0,0.0,0.0,11.0,38.0,1.29
"p[4, 10]",0.001,0.007,0.0,0.0,0.0,0.0,26.0,57.0,1.13
"p[4, 11]",0.001,0.014,0.0,0.0,0.0,0.0,140.0,506.0,1.04
"p[4, 12]",0.003,0.025,0.0,0.003,0.001,0.0,34.0,223.0,1.09
"p[4, 13]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,295.0,1.09
"p[4, 14]",0.0,0.002,0.0,0.0,0.0,0.0,21.0,84.0,1.13
"p[4, 15]",0.0,0.004,0.0,0.0,0.0,0.0,27.0,140.0,1.12
"p[5, 0]",0.118,0.155,0.0,0.436,0.007,0.005,423.0,800.0,1.02
"p[5, 1]",0.005,0.022,0.0,0.016,0.001,0.001,41.0,123.0,1.07
"p[5, 2]",0.154,0.179,0.0,0.521,0.009,0.006,290.0,621.0,1.01
"p[5, 3]",0.0,0.005,0.0,0.0,0.0,0.0,11.0,30.0,1.28
"p[5, 4]",0.513,0.276,0.067,0.967,0.016,0.012,282.0,1051.0,1.01
"p[5, 5]",0.0,0.005,0.0,0.0,0.0,0.0,10.0,55.0,1.31
"p[5, 6]",0.178,0.212,0.0,0.607,0.013,0.01,145.0,441.0,1.03
"p[5, 7]",0.019,0.055,0.0,0.094,0.006,0.004,13.0,37.0,1.23
"p[5, 8]",0.0,0.002,0.0,0.0,0.0,0.0,34.0,278.0,1.08
"p[5, 9]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,54.0,1.36
"p[5, 10]",0.009,0.043,0.0,0.029,0.001,0.001,60.0,416.0,1.06
"p[5, 11]",0.001,0.017,0.0,0.0,0.0,0.0,129.0,222.0,1.06
"p[5, 12]",0.001,0.007,0.0,0.0,0.0,0.0,14.0,38.0,1.22
"p[5, 13]",0.001,0.015,0.0,0.0,0.0,0.0,20.0,67.0,1.14
"p[5, 14]",0.0,0.001,0.0,0.0,0.0,0.0,17.0,101.0,1.18
"p[5, 15]",0.0,0.002,0.0,0.0,0.0,0.0,18.0,35.0,1.17
"p[6, 0]",0.011,0.029,0.0,0.045,0.001,0.001,132.0,417.0,1.04
"p[6, 1]",0.013,0.031,0.0,0.059,0.002,0.001,65.0,336.0,1.04
"p[6, 2]",0.799,0.164,0.484,0.999,0.01,0.008,183.0,724.0,1.02
"p[6, 3]",0.011,0.039,0.0,0.049,0.001,0.001,44.0,280.0,1.07
"p[6, 4]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,45.0,1.31
"p[6, 5]",0.016,0.051,0.0,0.075,0.002,0.002,45.0,385.0,1.07
"p[6, 6]",0.012,0.033,0.0,0.057,0.001,0.001,72.0,565.0,1.05
"p[6, 7]",0.002,0.008,0.0,0.006,0.0,0.0,10.0,33.0,1.3
"p[6, 8]",0.123,0.148,0.0,0.41,0.008,0.005,242.0,722.0,1.02
"p[6, 9]",0.001,0.005,0.0,0.001,0.0,0.0,26.0,113.0,1.11
"p[6, 10]",0.008,0.034,0.0,0.032,0.001,0.001,126.0,302.0,1.04
"p[6, 11]",0.001,0.011,0.0,0.001,0.0,0.0,323.0,461.0,1.03
"p[6, 12]",0.0,0.002,0.0,0.0,0.0,0.0,55.0,425.0,1.08
"p[6, 13]",0.001,0.008,0.0,0.001,0.0,0.0,55.0,464.0,1.06
"p[6, 14]",0.001,0.006,0.0,0.0,0.0,0.0,96.0,347.0,1.04
"p[6, 15]",0.001,0.005,0.0,0.001,0.0,0.0,51.0,134.0,1.06
"p[7, 0]",0.001,0.007,0.0,0.004,0.0,0.0,64.0,400.0,1.06
"p[7, 1]",0.0,0.001,0.0,0.0,0.0,0.0,29.0,233.0,1.1
"p[7, 2]",0.002,0.01,0.0,0.008,0.0,0.0,130.0,384.0,1.05
"p[7, 3]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,1.23
"p[7, 4]",0.213,0.183,0.0,0.561,0.019,0.013,89.0,1252.0,1.04
"p[7, 5]",0.001,0.009,0.0,0.001,0.0,0.0,40.0,87.0,1.1
"p[7, 6]",0.771,0.184,0.424,0.999,0.015,0.011,113.0,1940.0,1.03
"p[7, 7]",0.004,0.015,0.0,0.014,0.001,0.0,110.0,644.0,1.05
"p[7, 8]",0.001,0.012,0.0,0.0,0.0,0.0,144.0,271.0,1.04
"p[7, 9]",0.0,0.006,0.0,0.0,0.0,0.0,36.0,309.0,1.09
"p[7, 10]",0.001,0.009,0.0,0.0,0.0,0.0,41.0,362.0,1.07
"p[7, 11]",0.002,0.018,0.0,0.001,0.0,0.0,281.0,321.0,1.03
"p[7, 12]",0.0,0.003,0.0,0.0,0.0,0.0,70.0,437.0,1.06
"p[7, 13]",0.001,0.01,0.0,0.0,0.0,0.0,72.0,329.0,1.05
"p[7, 14]",0.001,0.007,0.0,0.0,0.0,0.0,158.0,393.0,1.03
"p[7, 15]",0.001,0.007,0.0,0.0,0.0,0.0,83.0,283.0,1.06
"p[8, 0]",0.936,0.052,0.839,0.998,0.002,0.001,798.0,2178.0,1.01
"p[8, 1]",0.012,0.02,0.0,0.043,0.001,0.0,536.0,1177.0,1.01
"p[8, 2]",0.005,0.01,0.0,0.018,0.001,0.001,38.0,330.0,1.08
"p[8, 3]",0.004,0.012,0.0,0.016,0.0,0.0,118.0,448.0,1.04
"p[8, 4]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,125.0,1.17
"p[8, 5]",0.0,0.001,0.0,0.0,0.0,0.0,25.0,230.0,1.14
"p[8, 6]",0.004,0.009,0.0,0.015,0.001,0.001,64.0,154.0,1.05
"p[8, 7]",0.021,0.03,0.0,0.077,0.001,0.001,883.0,1238.0,1.01
"p[8, 8]",0.002,0.009,0.0,0.009,0.0,0.0,211.0,354.0,1.01
"p[8, 9]",0.014,0.026,0.0,0.057,0.001,0.001,490.0,663.0,1.01
"p[8, 10]",0.001,0.004,0.0,0.001,0.0,0.0,106.0,388.0,1.03
"p[8, 11]",0.0,0.003,0.0,0.001,0.0,0.0,182.0,639.0,1.03
"p[8, 12]",0.0,0.001,0.0,0.0,0.0,0.0,50.0,587.0,1.08
"p[8, 13]",0.0,0.003,0.0,0.0,0.0,0.0,69.0,701.0,1.06
"p[8, 14]",0.0,0.003,0.0,0.0,0.0,0.0,276.0,676.0,1.02
"p[8, 15]",0.0,0.002,0.0,0.0,0.0,0.0,524.0,925.0,1.02
"p[9, 0]",0.482,0.21,0.118,0.869,0.006,0.004,1121.0,1936.0,1.01
"p[9, 1]",0.009,0.024,0.0,0.036,0.002,0.001,45.0,274.0,1.07
"p[9, 2]",0.036,0.05,0.0,0.121,0.002,0.002,274.0,389.0,1.01
"p[9, 3]",0.002,0.013,0.0,0.002,0.001,0.001,15.0,84.0,1.2
"p[9, 4]",0.005,0.02,0.0,0.018,0.002,0.001,20.0,149.0,1.14
"p[9, 5]",0.0,0.007,0.0,0.0,0.0,0.0,12.0,124.0,1.26
"p[9, 6]",0.358,0.218,0.009,0.735,0.006,0.004,1245.0,1885.0,1.0
"p[9, 7]",0.08,0.092,0.0,0.256,0.003,0.002,825.0,1378.0,1.01
"p[9, 8]",0.004,0.021,0.0,0.012,0.001,0.0,62.0,336.0,1.05
"p[9, 9]",0.02,0.06,0.0,0.093,0.002,0.002,39.0,260.0,1.07
"p[9, 10]",0.001,0.007,0.0,0.001,0.0,0.0,55.0,418.0,1.06
"p[9, 11]",0.001,0.008,0.0,0.001,0.0,0.0,68.0,439.0,1.06
"p[9, 12]",0.0,0.001,0.0,0.0,0.0,0.0,29.0,188.0,1.11
"p[9, 13]",0.0,0.005,0.0,0.0,0.0,0.0,45.0,561.0,1.07
"p[9, 14]",0.001,0.007,0.0,0.001,0.0,0.0,127.0,556.0,1.04
"p[9, 15]",0.001,0.007,0.0,0.001,0.0,0.0,89.0,711.0,1.04
"p[10, 0]",0.001,0.008,0.0,0.001,0.0,0.0,23.0,80.0,1.12
"p[10, 1]",0.001,0.004,0.0,0.001,0.0,0.0,29.0,136.0,1.1
"p[10, 2]",0.002,0.016,0.0,0.005,0.001,0.0,20.0,66.0,1.15
"p[10, 3]",0.987,0.043,0.94,1.0,0.003,0.003,25.0,75.0,1.12
"p[10, 4]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,76.0,1.21
"p[10, 5]",0.002,0.021,0.0,0.002,0.001,0.0,67.0,397.0,1.06
"p[10, 6]",0.004,0.019,0.0,0.014,0.001,0.001,29.0,93.0,1.1
"p[10, 7]",0.002,0.009,0.0,0.005,0.0,0.0,15.0,59.0,1.19
"p[10, 8]",0.001,0.009,0.0,0.0,0.0,0.0,68.0,210.0,1.06
"p[10, 9]",0.0,0.005,0.0,0.0,0.0,0.0,16.0,80.0,1.19
"p[10, 10]",0.001,0.008,0.0,0.0,0.0,0.0,28.0,84.0,1.11
"p[10, 11]",0.0,0.001,0.0,0.0,0.0,0.0,26.0,287.0,1.12
"p[10, 12]",0.0,0.0,0.0,0.0,0.0,0.0,22.0,63.0,1.14
"p[10, 13]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,46.0,1.18
"p[10, 14]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,118.0,1.13
"p[10, 15]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,50.0,1.14
"p[11, 0]",0.005,0.036,0.0,0.007,0.001,0.001,33.0,71.0,1.09
"p[11, 1]",0.015,0.067,0.0,0.053,0.003,0.002,57.0,159.0,1.03
"p[11, 2]",0.173,0.231,0.0,0.67,0.014,0.01,51.0,229.0,1.05
"p[11, 3]",0.004,0.038,0.0,0.003,0.001,0.001,23.0,66.0,1.14
"p[11, 4]",0.65,0.312,0.078,1.0,0.015,0.012,282.0,829.0,1.02
"p[11, 5]",0.001,0.021,0.0,0.0,0.0,0.0,16.0,225.0,1.19
"p[11, 6]",0.1,0.186,0.0,0.494,0.006,0.005,330.0,619.0,1.01
"p[11, 7]",0.021,0.078,0.0,0.1,0.003,0.002,13.0,44.0,1.24
"p[11, 8]",0.022,0.093,0.0,0.088,0.003,0.002,76.0,260.0,1.05
"p[11, 9]",0.001,0.017,0.0,0.0,0.0,0.0,12.0,54.0,1.24
"p[11, 10]",0.002,0.017,0.0,0.001,0.0,0.0,10.0,29.0,1.33
"p[11, 11]",0.001,0.008,0.0,0.0,0.0,0.0,213.0,399.0,1.02
"p[11, 12]",0.003,0.03,0.0,0.001,0.001,0.0,29.0,277.0,1.1
"p[11, 13]",0.0,0.011,0.0,0.0,0.0,0.0,45.0,83.0,1.09
"p[11, 14]",0.001,0.012,0.0,0.0,0.0,0.0,25.0,347.0,1.12
"p[11, 15]",0.0,0.01,0.0,0.0,0.0,0.0,34.0,50.0,1.09
"p[12, 0]",0.025,0.08,0.0,0.116,0.004,0.003,95.0,127.0,1.03
"p[12, 1]",0.002,0.017,0.0,0.001,0.0,0.0,67.0,124.0,1.03
"p[12, 2]",0.004,0.026,0.0,0.007,0.002,0.001,12.0,23.0,1.26
"p[12, 3]",0.004,0.039,0.0,0.002,0.001,0.001,155.0,317.0,1.02
"p[12, 4]",0.644,0.289,0.127,1.0,0.012,0.009,583.0,1481.0,1.01
"p[12, 5]",0.001,0.021,0.0,0.0,0.001,0.0,72.0,399.0,1.06
"p[12, 6]",0.306,0.283,0.0,0.842,0.012,0.009,451.0,1334.0,1.02
"p[12, 7]",0.003,0.024,0.0,0.004,0.001,0.001,16.0,44.0,1.17
"p[12, 8]",0.004,0.034,0.0,0.001,0.001,0.001,144.0,493.0,1.03
"p[12, 9]",0.001,0.012,0.0,0.0,0.0,0.0,36.0,382.0,1.09
"p[12, 10]",0.002,0.023,0.0,0.001,0.001,0.0,11.0,14.0,1.28
"p[12, 11]",0.003,0.034,0.0,0.0,0.001,0.001,132.0,292.0,1.03
"p[12, 12]",0.0,0.004,0.0,0.0,0.0,0.0,81.0,356.0,1.06
"p[12, 13]",0.0,0.009,0.0,0.0,0.0,0.0,60.0,98.0,1.06
"p[12, 14]",0.001,0.017,0.0,0.0,0.0,0.0,52.0,446.0,1.07
"p[12, 15]",0.0,0.007,0.0,0.0,0.0,0.0,31.0,72.0,1.09
"p[13, 0]",0.001,0.003,0.0,0.002,0.0,0.0,88.0,572.0,1.05
"p[13, 1]",0.003,0.027,0.0,0.005,0.001,0.001,31.0,209.0,1.09
"p[13, 2]",0.034,0.081,0.0,0.156,0.004,0.003,233.0,614.0,1.02
"p[13, 3]",0.001,0.011,0.0,0.0,0.001,0.0,12.0,26.0,1.24
"p[13, 4]",0.093,0.156,0.0,0.416,0.007,0.005,180.0,361.0,1.03
"p[13, 5]",0.0,0.012,0.0,0.0,0.0,0.0,17.0,86.0,1.18
"p[13, 6]",0.814,0.214,0.372,1.0,0.01,0.007,349.0,783.0,1.03
"p[13, 7]",0.045,0.094,0.0,0.191,0.003,0.002,389.0,801.0,1.02
"p[13, 8]",0.0,0.004,0.0,0.0,0.0,0.0,56.0,230.0,1.07
"p[13, 9]",0.0,0.003,0.0,0.0,0.0,0.0,13.0,86.0,1.21
"p[13, 10]",0.001,0.011,0.0,0.0,0.0,0.0,23.0,103.0,1.12
"p[13, 11]",0.001,0.014,0.0,0.0,0.0,0.0,113.0,292.0,1.05
"p[13, 12]",0.005,0.039,0.0,0.007,0.001,0.001,55.0,452.0,1.06
"p[13, 13]",0.0,0.009,0.0,0.0,0.0,0.0,42.0,446.0,1.07
"p[13, 14]",0.0,0.01,0.0,0.0,0.0,0.0,41.0,166.0,1.07
"p[13, 15]",0.0,0.008,0.0,0.0,0.0,0.0,32.0,99.0,1.09
"p[14, 0]",0.487,0.327,0.0,0.969,0.011,0.008,898.0,1478.0,1.0
"p[14, 1]",0.025,0.102,0.0,0.098,0.004,0.003,134.0,424.0,1.03
"p[14, 2]",0.001,0.014,0.0,0.001,0.0,0.0,32.0,115.0,1.09
"p[14, 3]",0.034,0.112,0.0,0.165,0.003,0.002,130.0,292.0,1.04
"p[14, 4]",0.001,0.017,0.0,0.0,0.0,0.0,78.0,217.0,1.06
"p[14, 5]",0.0,0.006,0.0,0.0,0.0,0.0,38.0,38.0,1.07
"p[14, 6]",0.0,0.002,0.0,0.0,0.0,0.0,48.0,163.0,1.07
"p[14, 7]",0.421,0.32,0.0,0.944,0.011,0.008,753.0,1019.0,1.0
"p[14, 8]",0.008,0.057,0.0,0.005,0.002,0.001,249.0,345.0,1.01
"p[14, 9]",0.004,0.039,0.0,0.0,0.001,0.001,18.0,318.0,1.16
"p[14, 10]",0.005,0.038,0.0,0.002,0.001,0.001,50.0,134.0,1.07
"p[14, 11]",0.005,0.047,0.0,0.0,0.001,0.001,282.0,455.0,1.01
"p[14, 12]",0.003,0.035,0.0,0.0,0.001,0.001,28.0,281.0,1.11
"p[14, 13]",0.002,0.024,0.0,0.0,0.0,0.0,45.0,342.0,1.07
"p[14, 14]",0.003,0.034,0.0,0.0,0.001,0.001,22.0,479.0,1.13
"p[14, 15]",0.002,0.028,0.0,0.0,0.001,0.0,38.0,88.0,1.08
"p[15, 0]",0.102,0.145,0.0,0.393,0.006,0.004,237.0,918.0,1.03
"p[15, 1]",0.019,0.064,0.0,0.082,0.004,0.003,39.0,287.0,1.07
"p[15, 2]",0.051,0.101,0.0,0.23,0.004,0.003,237.0,292.0,1.02
"p[15, 3]",0.002,0.013,0.0,0.002,0.001,0.001,12.0,26.0,1.26
"p[15, 4]",0.031,0.099,0.0,0.163,0.003,0.002,60.0,212.0,1.06
"p[15, 5]",0.0,0.005,0.0,0.0,0.0,0.0,14.0,22.0,1.22
"p[15, 6]",0.129,0.208,0.0,0.591,0.012,0.009,116.0,378.0,1.04
"p[15, 7]",0.661,0.265,0.178,1.0,0.009,0.007,635.0,915.0,1.02
"p[15, 8]",0.0,0.008,0.0,0.0,0.0,0.0,66.0,253.0,1.04
"p[15, 9]",0.001,0.008,0.0,0.0,0.0,0.0,11.0,39.0,1.28
"p[15, 10]",0.001,0.012,0.0,0.001,0.0,0.0,19.0,52.0,1.16
"p[15, 11]",0.001,0.013,0.0,0.0,0.0,0.0,152.0,289.0,1.04
"p[15, 12]",0.002,0.016,0.0,0.001,0.001,0.0,20.0,194.0,1.15
"p[15, 13]",0.0,0.002,0.0,0.0,0.0,0.0,38.0,361.0,1.07
"p[15, 14]",0.0,0.007,0.0,0.0,0.0,0.0,24.0,122.0,1.12
"p[15, 15]",0.001,0.012,0.0,0.0,0.0,0.0,30.0,118.0,1.11
"p[16, 0]",0.753,0.167,0.448,0.993,0.007,0.005,509.0,1323.0,1.01
"p[16, 1]",0.161,0.149,0.0,0.446,0.006,0.004,574.0,1081.0,1.01
"p[16, 2]",0.016,0.026,0.0,0.06,0.002,0.001,52.0,128.0,1.06
"p[16, 3]",0.0,0.002,0.0,0.001,0.0,0.0,23.0,119.0,1.12
"p[16, 4]",0.001,0.007,0.0,0.005,0.001,0.0,18.0,120.0,1.16
"p[16, 5]",0.0,0.001,0.0,0.0,0.0,0.0,18.0,163.0,1.17
"p[16, 6]",0.034,0.055,0.0,0.128,0.003,0.002,105.0,469.0,1.04
"p[16, 7]",0.025,0.042,0.0,0.091,0.002,0.001,445.0,1089.0,1.01
"p[16, 8]",0.0,0.002,0.0,0.001,0.0,0.0,60.0,239.0,1.06
"p[16, 9]",0.006,0.02,0.0,0.026,0.001,0.001,61.0,425.0,1.06
"p[16, 10]",0.0,0.003,0.0,0.001,0.0,0.0,63.0,367.0,1.04
"p[16, 11]",0.0,0.003,0.0,0.0,0.0,0.0,75.0,494.0,1.05
"p[16, 12]",0.001,0.005,0.0,0.001,0.0,0.0,59.0,509.0,1.08
"p[16, 13]",0.0,0.004,0.0,0.0,0.0,0.0,33.0,466.0,1.09
"p[16, 14]",0.001,0.006,0.0,0.0,0.0,0.0,134.0,529.0,1.04
"p[16, 15]",0.001,0.005,0.0,0.001,0.0,0.0,201.0,912.0,1.04
"p[17, 0]",0.032,0.082,0.0,0.14,0.003,0.002,187.0,509.0,1.03
"p[17, 1]",0.009,0.034,0.0,0.039,0.002,0.001,59.0,275.0,1.04
"p[17, 2]",0.043,0.074,0.0,0.179,0.004,0.003,189.0,605.0,1.01
"p[17, 3]",0.006,0.03,0.0,0.015,0.001,0.001,58.0,159.0,1.06
"p[17, 4]",0.001,0.008,0.0,0.002,0.0,0.0,17.0,109.0,1.18
"p[17, 5]",0.001,0.007,0.0,0.001,0.0,0.0,25.0,230.0,1.12
"p[17, 6]",0.008,0.031,0.0,0.036,0.001,0.001,66.0,502.0,1.05
"p[17, 7]",0.005,0.028,0.0,0.015,0.001,0.001,17.0,82.0,1.17
"p[17, 8]",0.89,0.148,0.584,1.0,0.008,0.006,222.0,570.0,1.02
"p[17, 9]",0.002,0.013,0.0,0.002,0.0,0.0,43.0,466.0,1.07
"p[17, 10]",0.001,0.011,0.0,0.001,0.0,0.0,98.0,116.0,1.04
"p[17, 11]",0.0,0.005,0.0,0.0,0.0,0.0,212.0,725.0,1.04
"p[17, 12]",0.0,0.005,0.0,0.0,0.0,0.0,37.0,399.0,1.09
"p[17, 13]",0.0,0.009,0.0,0.0,0.0,0.0,107.0,423.0,1.05
"p[17, 14]",0.0,0.004,0.0,0.0,0.0,0.0,104.0,343.0,1.04
"p[17, 15]",0.001,0.015,0.0,0.0,0.0,0.0,104.0,570.0,1.04
"p[18, 0]",0.07,0.109,0.0,0.274,0.006,0.004,143.0,883.0,1.03
"p[18, 1]",0.41,0.259,0.007,0.846,0.014,0.01,302.0,1076.0,1.02
"p[18, 2]",0.058,0.097,0.0,0.238,0.006,0.004,125.0,273.0,1.03
"p[18, 3]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,1.23
"p[18, 4]",0.058,0.116,0.0,0.284,0.004,0.003,303.0,459.0,1.04
"p[18, 5]",0.001,0.013,0.0,0.0,0.0,0.0,26.0,237.0,1.13
"p[18, 6]",0.364,0.255,0.0,0.812,0.008,0.006,944.0,1409.0,1.01
"p[18, 7]",0.03,0.072,0.0,0.13,0.003,0.002,310.0,720.0,1.01
"p[18, 8]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,180.0,1.08
"p[18, 9]",0.001,0.013,0.0,0.0,0.0,0.0,23.0,326.0,1.12
"p[18, 10]",0.001,0.013,0.0,0.001,0.0,0.0,30.0,151.0,1.1
