,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[17, 4]",0.0,0.0,0.0,0.0,0.0,0.0,139.0,179.0,1.03
"p[17, 5]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,290.0,1.06
"p[17, 6]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,282.0,1.17
"p[17, 7]",1.0,0.0,1.0,1.0,0.0,0.0,314.0,821.0,1.03
"p[17, 8]",0.0,0.0,0.0,0.0,0.0,0.0,86.0,272.0,1.05
"p[17, 9]",0.0,0.0,0.0,0.0,0.0,0.0,57.0,237.0,1.06
"p[18, 0]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,218.0,1.1
"p[18, 1]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,178.0,1.12
"p[18, 2]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,1.22
"p[18, 3]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,103.0,1.1
"p[18, 4]",0.0,0.0,0.0,0.0,0.0,0.0,93.0,163.0,1.04
"p[18, 5]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,209.0,1.08
"p[18, 6]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,254.0,1.24
"p[18, 7]",1.0,0.0,1.0,1.0,0.0,0.0,305.0,749.0,1.02
"p[18, 8]",0.0,0.0,0.0,0.0,0.0,0.0,56.0,253.0,1.07
"p[18, 9]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,171.0,1.09
"p[19, 0]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,277.0,1.09
"p[19, 1]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,293.0,1.08
"p[19, 2]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,260.0,1.13
"p[19, 3]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,126.0,1.08
"p[19, 4]",0.0,0.0,0.0,0.0,0.0,0.0,146.0,233.0,1.03
"p[19, 5]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,266.0,1.06
"p[19, 6]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,390.0,1.13
"p[19, 7]",1.0,0.0,1.0,1.0,0.0,0.0,293.0,1084.0,1.03
"p[19, 8]",0.0,0.0,0.0,0.0,0.0,0.0,97.0,360.0,1.04
"p[19, 9]",0.0,0.0,0.0,0.0,0.0,0.0,74.0,209.0,1.06
"p[20, 0]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,215.0,1.08
"p[20, 1]",0.0,0.0,0.0,0.0,0.0,0.0,54.0,307.0,1.06
"p[20, 2]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,339.0,1.11
"p[20, 3]",0.0,0.0,0.0,0.0,0.0,0.0,50.0,401.0,1.07
"p[20, 4]",0.0,0.0,0.0,0.0,0.0,0.0,162.0,222.0,1.03
"p[20, 5]",0.0,0.0,0.0,0.0,0.0,0.0,60.0,365.0,1.05
"p[20, 6]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,353.0,1.11
"p[20, 7]",1.0,0.0,1.0,1.0,0.0,0.0,238.0,714.0,1.03
"p[20, 8]",0.0,0.0,0.0,0.0,0.0,0.0,119.0,356.0,1.03
"p[20, 9]",0.0,0.0,0.0,0.0,0.0,0.0,105.0,314.0,1.04
"p[21, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[21, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[21, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[21, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[21, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[21, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[21, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[21, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[21, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[21, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[22, 0]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,408.0,1.09
"p[22, 1]",0.001,0.027,0.0,0.0,0.0,0.0,23.0,254.0,1.12
"p[22, 2]",0.001,0.024,0.0,0.0,0.001,0.0,13.0,151.0,1.23
"p[22, 3]",0.001,0.016,0.0,0.0,0.0,0.0,43.0,242.0,1.08
"p[22, 4]",0.001,0.012,0.0,0.0,0.0,0.0,38.0,173.0,1.09
"p[22, 5]",0.002,0.029,0.0,0.0,0.001,0.0,29.0,224.0,1.09
"p[22, 6]",0.002,0.034,0.0,0.0,0.001,0.0,14.0,218.0,1.22
"p[22, 7]",0.991,0.064,0.999,1.0,0.001,0.001,277.0,1733.0,1.02
"p[22, 8]",0.0,0.015,0.0,0.0,0.0,0.0,22.0,203.0,1.12
"p[22, 9]",0.001,0.016,0.0,0.0,0.0,0.0,21.0,77.0,1.15
"p[23, 0]",0.0,0.0,0.0,0.0,0.0,0.0,117.0,318.0,1.06
"p[23, 1]",0.0,0.0,0.0,0.0,0.0,0.0,175.0,373.0,1.04
"p[23, 2]",0.0,0.0,0.0,0.0,0.0,0.0,135.0,397.0,1.05
"p[23, 3]",0.0,0.0,0.0,0.0,0.0,0.0,184.0,371.0,1.04
"p[23, 4]",0.0,0.0,0.0,0.0,0.0,0.0,242.0,373.0,1.02
"p[23, 5]",0.0,0.0,0.0,0.0,0.0,0.0,184.0,422.0,1.03
"p[23, 6]",0.0,0.0,0.0,0.0,0.0,0.0,184.0,463.0,1.05
"p[23, 7]",1.0,0.0,1.0,1.0,0.0,0.0,288.0,1293.0,1.02
"p[23, 8]",0.0,0.0,0.0,0.0,0.0,0.0,216.0,465.0,1.01
"p[23, 9]",0.0,0.0,0.0,0.0,0.0,0.0,179.0,356.0,1.02
"p[24, 0]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,254.0,1.09
"p[24, 1]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,244.0,1.1
"p[24, 2]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,191.0,1.19
"p[24, 3]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,173.0,1.1
"p[24, 4]",0.0,0.0,0.0,0.0,0.0,0.0,109.0,177.0,1.03
"p[24, 5]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,239.0,1.07
"p[24, 6]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,286.0,1.21
"p[24, 7]",1.0,0.0,1.0,1.0,0.0,0.0,329.0,744.0,1.02
"p[24, 8]",0.0,0.0,0.0,0.0,0.0,0.0,71.0,223.0,1.06
"p[24, 9]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,210.0,1.07
"p[25, 0]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,260.0,1.09
"p[25, 1]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,270.0,1.09
"p[25, 2]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,239.0,1.16
"p[25, 3]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,96.0,1.08
"p[25, 4]",0.0,0.0,0.0,0.0,0.0,0.0,134.0,230.0,1.03
"p[25, 5]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,247.0,1.06
"p[25, 6]",0.0,0.0,0.0,0.0,0.0,0.0,20.0,359.0,1.16
"p[25, 7]",1.0,0.0,1.0,1.0,0.0,0.0,267.0,1059.0,1.03
"p[25, 8]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,404.0,1.05
"p[25, 9]",0.0,0.0,0.0,0.0,0.0,0.0,55.0,147.0,1.07
"p[26, 0]",0.0,0.0,0.0,0.0,0.0,0.0,63.0,234.0,1.06
"p[26, 1]",0.0,0.0,0.0,0.0,0.0,0.0,107.0,317.0,1.04
"p[26, 2]",0.0,0.0,0.0,0.0,0.0,0.0,76.0,415.0,1.06
"p[26, 3]",0.0,0.0,0.0,0.0,0.0,0.0,134.0,388.0,1.05
"p[26, 4]",0.0,0.0,0.0,0.0,0.0,0.0,189.0,275.0,1.03
"p[26, 5]",0.0,0.0,0.0,0.0,0.0,0.0,116.0,383.0,1.04
"p[26, 6]",0.0,0.0,0.0,0.0,0.0,0.0,163.0,422.0,1.06
"p[26, 7]",1.0,0.0,1.0,1.0,0.0,0.0,285.0,1054.0,1.03
"p[26, 8]",0.0,0.0,0.0,0.0,0.0,0.0,177.0,363.0,1.02
"p[26, 9]",0.0,0.0,0.0,0.0,0.0,0.0,168.0,329.0,1.03
"p[27, 0]",0.0,0.0,0.0,0.0,0.0,0.0,94.0,450.0,1.06
"p[27, 1]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,361.0,1.06
"p[27, 2]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,263.0,1.12
"p[27, 3]",0.0,0.001,0.0,0.0,0.0,0.0,55.0,499.0,1.07
"p[27, 4]",0.0,0.001,0.0,0.0,0.0,0.0,153.0,259.0,1.02
"p[27, 5]",0.0,0.0,0.0,0.0,0.0,0.0,65.0,425.0,1.05
"p[27, 6]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,578.0,1.13
"p[27, 7]",1.0,0.002,1.0,1.0,0.0,0.0,256.0,1489.0,1.03
"p[27, 8]",0.0,0.0,0.0,0.0,0.0,0.0,104.0,317.0,1.04
"p[27, 9]",0.0,0.002,0.0,0.0,0.0,0.0,88.0,427.0,1.05
"p[28, 0]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,206.0,1.08
"p[28, 1]",0.0,0.0,0.0,0.0,0.0,0.0,54.0,305.0,1.06
"p[28, 2]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,350.0,1.11
"p[28, 3]",0.0,0.0,0.0,0.0,0.0,0.0,51.0,390.0,1.07
"p[28, 4]",0.0,0.0,0.0,0.0,0.0,0.0,163.0,230.0,1.03
"p[28, 5]",0.0,0.0,0.0,0.0,0.0,0.0,60.0,370.0,1.05
"p[28, 6]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,346.0,1.11
"p[28, 7]",1.0,0.0,1.0,1.0,0.0,0.0,268.0,781.0,1.03
"p[28, 8]",0.0,0.0,0.0,0.0,0.0,0.0,123.0,374.0,1.03
"p[28, 9]",0.0,0.0,0.0,0.0,0.0,0.0,108.0,311.0,1.04
"p[29, 0]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,197.0,1.09
"p[29, 1]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,277.0,1.08
"p[29, 2]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,279.0,1.13
"p[29, 3]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,284.0,1.08
"p[29, 4]",0.0,0.0,0.0,0.0,0.0,0.0,140.0,196.0,1.03
"p[29, 5]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,328.0,1.06
"p[29, 6]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,323.0,1.13
"p[29, 7]",1.0,0.0,1.0,1.0,0.0,0.0,249.0,704.0,1.03
"p[29, 8]",0.0,0.0,0.0,0.0,0.0,0.0,98.0,372.0,1.04
"p[29, 9]",0.0,0.0,0.0,0.0,0.0,0.0,72.0,265.0,1.06
"p[30, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[30, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[30, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[30, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[30, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[30, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[30, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[30, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[30, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[30, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[31, 0]",0.0,0.0,0.0,0.0,0.0,0.0,157.0,379.0,1.04
"p[31, 1]",0.0,0.0,0.0,0.0,0.0,0.0,197.0,299.0,1.03
"p[31, 2]",0.0,0.0,0.0,0.0,0.0,0.0,257.0,435.0,1.02
"p[31, 3]",0.0,0.0,0.0,0.0,0.0,0.0,208.0,332.0,1.02
"p[31, 4]",0.0,0.0,0.0,0.0,0.0,0.0,117.0,428.0,1.04
"p[31, 5]",0.0,0.0,0.0,0.0,0.0,0.0,144.0,289.0,1.03
"p[31, 6]",0.0,0.0,0.0,0.0,0.0,0.0,231.0,303.0,1.02
"p[31, 7]",1.0,0.0,1.0,1.0,0.0,0.0,287.0,1145.0,1.02
"p[31, 8]",0.0,0.0,0.0,0.0,0.0,0.0,178.0,402.0,1.03
"p[31, 9]",0.0,0.0,0.0,0.0,0.0,0.0,211.0,249.0,1.02
"p[32, 0]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,295.0,1.07
"p[32, 1]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,331.0,1.07
"p[32, 2]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,196.0,1.13
"p[32, 3]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,450.0,1.08
"p[32, 4]",0.0,0.0,0.0,0.0,0.0,0.0,141.0,193.0,1.03
"p[32, 5]",0.0,0.0,0.0,0.0,0.0,0.0,54.0,301.0,1.06
"p[32, 6]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,397.0,1.15
"p[32, 7]",1.0,0.0,1.0,1.0,0.0,0.0,294.0,1014.0,1.03
"p[32, 8]",0.0,0.0,0.0,0.0,0.0,0.0,96.0,316.0,1.04
"p[32, 9]",0.0,0.0,0.0,0.0,0.0,0.0,75.0,302.0,1.05
"p[33, 0]",0.0,0.0,0.0,0.0,0.0,0.0,83.0,333.0,1.07
"p[33, 1]",0.0,0.0,0.0,0.0,0.0,0.0,173.0,348.0,1.04
"p[33, 2]",0.0,0.0,0.0,0.0,0.0,0.0,123.0,417.0,1.04
"p[33, 3]",0.0,0.0,0.0,0.0,0.0,0.0,156.0,323.0,1.04
"p[33, 4]",0.0,0.0,0.0,0.0,0.0,0.0,195.0,326.0,1.03
"p[33, 5]",0.0,0.0,0.0,0.0,0.0,0.0,123.0,411.0,1.03
"p[33, 6]",0.0,0.0,0.0,0.0,0.0,0.0,187.0,499.0,1.04
"p[33, 7]",1.0,0.0,1.0,1.0,0.0,0.0,224.0,1152.0,1.03
"p[33, 8]",0.0,0.0,0.0,0.0,0.0,0.0,193.0,388.0,1.02
"p[33, 9]",0.0,0.0,0.0,0.0,0.0,0.0,175.0,400.0,1.02
"p[34, 0]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,265.0,1.09
"p[34, 1]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,298.0,1.08
"p[34, 2]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,271.0,1.13
"p[34, 3]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,130.0,1.07
"p[34, 4]",0.0,0.0,0.0,0.0,0.0,0.0,160.0,246.0,1.03
"p[34, 5]",0.0,0.0,0.0,0.0,0.0,0.0,55.0,285.0,1.05
"p[34, 6]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,358.0,1.13
"p[34, 7]",1.0,0.0,1.0,1.0,0.0,0.0,293.0,1094.0,1.03
"p[34, 8]",0.0,0.0,0.0,0.0,0.0,0.0,101.0,384.0,1.04
"p[34, 9]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,264.0,1.06
"p[35, 0]",0.0,0.0,0.0,0.0,0.0,0.0,97.0,307.0,1.05
"p[35, 1]",0.0,0.0,0.0,0.0,0.0,0.0,136.0,342.0,1.04
"p[35, 2]",0.0,0.0,0.0,0.0,0.0,0.0,101.0,412.0,1.05
"p[35, 3]",0.0,0.0,0.0,0.0,0.0,0.0,166.0,446.0,1.05
"p[35, 4]",0.0,0.0,0.0,0.0,0.0,0.0,195.0,315.0,1.03
"p[35, 5]",0.0,0.0,0.0,0.0,0.0,0.0,153.0,399.0,1.04
"p[35, 6]",0.0,0.0,0.0,0.0,0.0,0.0,180.0,447.0,1.05
"p[35, 7]",1.0,0.0,1.0,1.0,0.0,0.0,181.0,1369.0,1.03
"p[35, 8]",0.0,0.0,0.0,0.0,0.0,0.0,186.0,389.0,1.02
"p[35, 9]",0.0,0.0,0.0,0.0,0.0,0.0,186.0,435.0,1.02
"p[36, 0]",0.0,0.0,0.0,0.0,0.0,0.0,135.0,333.0,1.05
"p[36, 1]",0.0,0.0,0.0,0.0,0.0,0.0,210.0,335.0,1.03
"p[36, 2]",0.0,0.0,0.0,0.0,0.0,0.0,208.0,421.0,1.02
"p[36, 3]",0.0,0.0,0.0,0.0,0.0,0.0,197.0,347.0,1.03
"p[36, 4]",0.0,0.0,0.0,0.0,0.0,0.0,230.0,400.0,1.03
"p[36, 5]",0.0,0.0,0.0,0.0,0.0,0.0,214.0,361.0,1.02
"p[36, 6]",0.0,0.0,0.0,0.0,0.0,0.0,232.0,458.0,1.03
"p[36, 7]",1.0,0.0,1.0,1.0,0.0,0.0,275.0,1415.0,1.02
"p[36, 8]",0.0,0.0,0.0,0.0,0.0,0.0,234.0,412.0,1.01
"p[36, 9]",0.0,0.0,0.0,0.0,0.0,0.0,193.0,344.0,1.02
"p[37, 0]",0.0,0.0,0.0,0.0,0.0,0.0,125.0,336.0,1.05
"p[37, 1]",0.0,0.0,0.0,0.0,0.0,0.0,200.0,357.0,1.03
"p[37, 2]",0.0,0.0,0.0,0.0,0.0,0.0,186.0,415.0,1.03
"p[37, 3]",0.0,0.0,0.0,0.0,0.0,0.0,191.0,355.0,1.04
"p[37, 4]",0.0,0.0,0.0,0.0,0.0,0.0,235.0,379.0,1.02
"p[37, 5]",0.0,0.0,0.0,0.0,0.0,0.0,202.0,386.0,1.03
"p[37, 6]",0.0,0.0,0.0,0.0,0.0,0.0,215.0,465.0,1.03
"p[37, 7]",1.0,0.0,1.0,1.0,0.0,0.0,277.0,1393.0,1.02
"p[37, 8]",0.0,0.0,0.0,0.0,0.0,0.0,228.0,424.0,1.01
"p[37, 9]",0.0,0.0,0.0,0.0,0.0,0.0,187.0,362.0,1.02
"p[38, 0]",0.0,0.0,0.0,0.0,0.0,0.0,147.0,266.0,1.04
"p[38, 1]",0.0,0.0,0.0,0.0,0.0,0.0,197.0,292.0,1.03
"p[38, 2]",0.0,0.0,0.0,0.0,0.0,0.0,236.0,444.0,1.02
"p[38, 3]",0.0,0.0,0.0,0.0,0.0,0.0,199.0,308.0,1.03
"p[38, 4]",0.0,0.0,0.0,0.0,0.0,0.0,135.0,444.0,1.04
"p[38, 5]",0.0,0.0,0.0,0.0,0.0,0.0,198.0,284.0,1.03
"p[38, 6]",0.0,0.0,0.0,0.0,0.0,0.0,236.0,314.0,1.02
"p[38, 7]",1.0,0.0,1.0,1.0,0.0,0.0,276.0,1027.0,1.02
"p[38, 8]",0.0,0.0,0.0,0.0,0.0,0.0,202.0,354.0,1.03
"p[38, 9]",0.0,0.0,0.0,0.0,0.0,0.0,198.0,293.0,1.02
"p[39, 0]",0.0,0.0,0.0,0.0,0.0,0.0,90.0,248.0,1.05
"p[39, 1]",0.0,0.0,0.0,0.0,0.0,0.0,193.0,284.0,1.03
"p[39, 2]",0.0,0.0,0.0,0.0,0.0,0.0,210.0,430.0,1.03
"p[39, 3]",0.0,0.0,0.0,0.0,0.0,0.0,187.0,364.0,1.03
"p[39, 4]",0.0,0.0,0.0,0.0,0.0,0.0,190.0,387.0,1.03
"p[39, 5]",0.0,0.0,0.0,0.0,0.0,0.0,168.0,310.0,1.03
"p[39, 6]",0.0,0.0,0.0,0.0,0.0,0.0,224.0,353.0,1.03
"p[39, 7]",1.0,0.0,1.0,1.0,0.0,0.0,278.0,1098.0,1.03
"p[39, 8]",0.0,0.0,0.0,0.0,0.0,0.0,200.0,345.0,1.03
"p[39, 9]",0.0,0.0,0.0,0.0,0.0,0.0,198.0,324.0,1.02
"p[40, 0]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,241.0,1.08
"p[40, 1]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,314.0,1.07
"p[40, 2]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,318.0,1.11
"p[40, 3]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,285.0,1.07
"p[40, 4]",0.0,0.0,0.0,0.0,0.0,0.0,169.0,230.0,1.02
"p[40, 5]",0.0,0.0,0.0,0.0,0.0,0.0,59.0,344.0,1.05
"p[40, 6]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,352.0,1.12
"p[40, 7]",1.0,0.0,1.0,1.0,0.0,0.0,307.0,755.0,1.03
"p[40, 8]",0.0,0.0,0.0,0.0,0.0,0.0,121.0,412.0,1.03
"p[40, 9]",0.0,0.0,0.0,0.0,0.0,0.0,100.0,296.0,1.05
"p[41, 0]",0.0,0.0,0.0,0.0,0.0,0.0,158.0,332.0,1.04
"p[41, 1]",0.0,0.0,0.0,0.0,0.0,0.0,199.0,296.0,1.03
"p[41, 2]",0.0,0.0,0.0,0.0,0.0,0.0,249.0,458.0,1.02
"p[41, 3]",0.0,0.0,0.0,0.0,0.0,0.0,203.0,301.0,1.02
"p[41, 4]",0.0,0.0,0.0,0.0,0.0,0.0,118.0,423.0,1.04
"p[41, 5]",0.0,0.0,0.0,0.0,0.0,0.0,179.0,285.0,1.03
"p[41, 6]",0.0,0.0,0.0,0.0,0.0,0.0,235.0,298.0,1.02
"p[41, 7]",1.0,0.0,1.0,1.0,0.0,0.0,286.0,901.0,1.02
"p[41, 8]",0.0,0.0,0.0,0.0,0.0,0.0,200.0,355.0,1.03
"p[41, 9]",0.0,0.0,0.0,0.0,0.0,0.0,203.0,274.0,1.02
"p[42, 0]",0.0,0.0,0.0,0.0,0.0,0.0,90.0,277.0,1.07
"p[42, 1]",0.0,0.0,0.0,0.0,0.0,0.0,151.0,348.0,1.04
"p[42, 2]",0.0,0.0,0.0,0.0,0.0,0.0,111.0,377.0,1.05
"p[42, 3]",0.0,0.0,0.0,0.0,0.0,0.0,163.0,315.0,1.05
"p[42, 4]",0.0,0.0,0.0,0.0,0.0,0.0,208.0,312.0,1.03
"p[42, 5]",0.0,0.0,0.0,0.0,0.0,0.0,129.0,388.0,1.03
"p[42, 6]",0.0,0.0,0.0,0.0,0.0,0.0,180.0,476.0,1.05
"p[42, 7]",1.0,0.0,1.0,1.0,0.0,0.0,288.0,1197.0,1.02
"p[42, 8]",0.0,0.0,0.0,0.0,0.0,0.0,195.0,385.0,1.02
"p[42, 9]",0.0,0.0,0.0,0.0,0.0,0.0,171.0,347.0,1.02
"p[43, 0]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,224.0,1.1
"p[43, 1]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,204.0,1.1
"p[43, 2]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,236.0,1.17
"p[43, 3]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,104.0,1.09
"p[43, 4]",0.0,0.0,0.0,0.0,0.0,0.0,119.0,191.0,1.03
"p[43, 5]",0.0,0.0,0.0,0.0,0.0,0.0,41.0,264.0,1.07
"p[43, 6]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,304.0,1.18
"p[43, 7]",1.0,0.0,1.0,1.0,0.0,0.0,258.0,829.0,1.03
"p[43, 8]",0.0,0.0,0.0,0.0,0.0,0.0,78.0,337.0,1.05
"p[43, 9]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,169.0,1.07
"p[44, 0]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,221.0,1.08
"p[44, 1]",0.0,0.0,0.0,0.0,0.0,0.0,46.0,296.0,1.07
"p[44, 2]",0.0,0.0,0.0,0.0,0.0,0.0,26.0,317.0,1.12
"p[44, 3]",0.0,0.0,0.0,0.0,0.0,0.0,47.0,347.0,1.08
"p[44, 4]",0.0,0.0,0.0,0.0,0.0,0.0,159.0,217.0,1.03
"p[44, 5]",0.0,0.0,0.0,0.0,0.0,0.0,55.0,351.0,1.05
"p[44, 6]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,328.0,1.13
"p[44, 7]",1.0,0.0,1.0,1.0,0.0,0.0,311.0,825.0,1.03
"p[44, 8]",0.0,0.0,0.0,0.0,0.0,0.0,112.0,351.0,1.03
"p[44, 9]",0.0,0.0,0.0,0.0,0.0,0.0,94.0,298.0,1.05
"p[45, 0]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,238.0,1.1
"p[45, 1]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,202.0,1.12
"p[45, 2]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,184.0,1.22
"p[45, 3]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,69.0,1.1
"p[45, 4]",0.0,0.0,0.0,0.0,0.0,0.0,96.0,167.0,1.04
"p[45, 5]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,225.0,1.08
"p[45, 6]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,274.0,1.23
"p[45, 7]",1.0,0.0,1.0,1.0,0.0,0.0,280.0,797.0,1.02
"p[45, 8]",0.0,0.0,0.0,0.0,0.0,0.0,56.0,308.0,1.07
"p[45, 9]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,132.0,1.09
"p[46, 0]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,234.0,1.08
"p[46, 1]",0.0,0.0,0.0,0.0,0.0,0.0,61.0,320.0,1.06
"p[46, 2]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,340.0,1.09
"p[46, 3]",0.0,0.0,0.0,0.0,0.0,0.0,64.0,374.0,1.07
"p[46, 4]",0.0,0.0,0.0,0.0,0.0,0.0,179.0,251.0,1.02
"p[46, 5]",0.0,0.0,0.0,0.0,0.0,0.0,68.0,394.0,1.05
"p[46, 6]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,365.0,1.09
"p[46, 7]",1.0,0.0,1.0,1.0,0.0,0.0,304.0,848.0,1.03
"p[46, 8]",0.0,0.0,0.0,0.0,0.0,0.0,144.0,394.0,1.03
"p[46, 9]",0.0,0.0,0.0,0.0,0.0,0.0,121.0,327.0,1.04
"p[47, 0]",0.0,0.0,0.0,0.0,0.0,0.0,55.0,306.0,1.08
"p[47, 1]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,238.0,1.1
"p[47, 2]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,225.0,1.18
"p[47, 3]",0.0,0.002,0.0,0.0,0.0,0.0,50.0,244.0,1.07
"p[47, 4]",0.0,0.0,0.0,0.0,0.0,0.0,124.0,388.0,1.03
"p[47, 5]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,244.0,1.06
"p[47, 6]",0.0,0.002,0.0,0.0,0.0,0.0,17.0,419.0,1.17
"p[47, 7]",1.0,0.007,1.0,1.0,0.0,0.0,420.0,1455.0,1.02
"p[47, 8]",0.0,0.005,0.0,0.0,0.0,0.0,58.0,304.0,1.06
"p[47, 9]",0.0,0.001,0.0,0.0,0.0,0.0,45.0,215.0,1.08
"p[48, 0]",0.0,0.0,0.0,0.0,0.0,0.0,50.0,225.0,1.08
"p[48, 1]",0.0,0.0,0.0,0.0,0.0,0.0,88.0,335.0,1.05
"p[48, 2]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,398.0,1.07
