,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[79, 2]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,212.0,1.2
"p[79, 3]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,140.0,1.1
"p[79, 4]",0.0,0.0,0.0,0.0,0.0,0.0,109.0,174.0,1.03
"p[79, 5]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,223.0,1.07
"p[79, 6]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,265.0,1.22
"p[79, 7]",1.0,0.0,1.0,1.0,0.0,0.0,254.0,774.0,1.02
"p[79, 8]",0.0,0.0,0.0,0.0,0.0,0.0,68.0,278.0,1.06
"p[79, 9]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,183.0,1.08
"p[80, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[80, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[80, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[80, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[80, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[80, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[80, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[80, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[80, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[80, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[81, 0]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,223.0,1.08
"p[81, 1]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,306.0,1.06
"p[81, 2]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,330.0,1.11
"p[81, 3]",0.0,0.0,0.0,0.0,0.0,0.0,54.0,418.0,1.07
"p[81, 4]",0.0,0.0,0.0,0.0,0.0,0.0,166.0,233.0,1.03
"p[81, 5]",0.0,0.0,0.0,0.0,0.0,0.0,61.0,357.0,1.05
"p[81, 6]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,349.0,1.11
"p[81, 7]",1.0,0.0,1.0,1.0,0.0,0.0,292.0,835.0,1.03
"p[81, 8]",0.0,0.0,0.0,0.0,0.0,0.0,125.0,376.0,1.03
"p[81, 9]",0.0,0.0,0.0,0.0,0.0,0.0,107.0,331.0,1.04
"p[82, 0]",0.005,0.023,0.0,0.017,0.0,0.0,468.0,712.0,1.01
"p[82, 1]",0.001,0.008,0.0,0.0,0.0,0.0,39.0,219.0,1.07
"p[82, 2]",0.001,0.01,0.0,0.0,0.0,0.0,41.0,598.0,1.08
"p[82, 3]",0.001,0.006,0.0,0.0,0.0,0.0,185.0,293.0,1.01
"p[82, 4]",0.0,0.005,0.0,0.0,0.0,0.0,54.0,327.0,1.06
"p[82, 5]",0.001,0.007,0.0,0.0,0.0,0.0,88.0,206.0,1.04
"p[82, 6]",0.001,0.008,0.0,0.0,0.0,0.0,45.0,237.0,1.07
"p[82, 7]",0.99,0.034,0.947,1.0,0.001,0.001,499.0,2731.0,1.01
"p[82, 8]",0.001,0.011,0.0,0.0,0.0,0.0,31.0,399.0,1.09
"p[82, 9]",0.001,0.011,0.0,0.0,0.0,0.0,49.0,172.0,1.07
"p[83, 0]",0.0,0.0,0.0,0.0,0.0,0.0,140.0,403.0,1.04
"p[83, 1]",0.0,0.0,0.0,0.0,0.0,0.0,201.0,306.0,1.03
"p[83, 2]",0.0,0.0,0.0,0.0,0.0,0.0,234.0,449.0,1.02
"p[83, 3]",0.0,0.0,0.0,0.0,0.0,0.0,203.0,382.0,1.03
"p[83, 4]",0.0,0.0,0.0,0.0,0.0,0.0,164.0,383.0,1.04
"p[83, 5]",0.0,0.0,0.0,0.0,0.0,0.0,166.0,339.0,1.03
"p[83, 6]",0.0,0.0,0.0,0.0,0.0,0.0,232.0,326.0,1.02
"p[83, 7]",1.0,0.0,1.0,1.0,0.0,0.0,289.0,1164.0,1.03
"p[83, 8]",0.0,0.0,0.0,0.0,0.0,0.0,199.0,385.0,1.03
"p[83, 9]",0.0,0.0,0.0,0.0,0.0,0.0,213.0,318.0,1.02
"p[84, 0]",0.0,0.0,0.0,0.0,0.0,0.0,46.0,211.0,1.08
"p[84, 1]",0.0,0.0,0.0,0.0,0.0,0.0,74.0,324.0,1.05
"p[84, 2]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,383.0,1.08
"p[84, 3]",0.0,0.0,0.0,0.0,0.0,0.0,72.0,390.0,1.06
"p[84, 4]",0.0,0.0,0.0,0.0,0.0,0.0,177.0,246.0,1.03
"p[84, 5]",0.0,0.0,0.0,0.0,0.0,0.0,77.0,394.0,1.04
"p[84, 6]",0.0,0.0,0.0,0.0,0.0,0.0,59.0,384.0,1.08
"p[84, 7]",1.0,0.0,1.0,1.0,0.0,0.0,275.0,839.0,1.03
"p[84, 8]",0.0,0.0,0.0,0.0,0.0,0.0,151.0,372.0,1.03
"p[84, 9]",0.0,0.0,0.0,0.0,0.0,0.0,140.0,354.0,1.03
"p[85, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[85, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[85, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[85, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[85, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[85, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[85, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[85, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[85, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[85, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[86, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[86, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[86, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[86, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[86, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[86, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[86, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[86, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[86, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[86, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[87, 0]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,229.0,1.11
"p[87, 1]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,176.0,1.13
"p[87, 2]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,168.0,1.24
"p[87, 3]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,54.0,1.11
"p[87, 4]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,156.0,1.05
"p[87, 5]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,199.0,1.09
"p[87, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,270.0,1.25
"p[87, 7]",1.0,0.0,1.0,1.0,0.0,0.0,359.0,813.0,1.02
"p[87, 8]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,281.0,1.08
"p[87, 9]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,112.0,1.1
"p[88, 0]",0.0,0.0,0.0,0.0,0.0,0.0,154.0,368.0,1.04
"p[88, 1]",0.0,0.0,0.0,0.0,0.0,0.0,217.0,324.0,1.03
"p[88, 2]",0.0,0.0,0.0,0.0,0.0,0.0,229.0,429.0,1.02
"p[88, 3]",0.0,0.001,0.0,0.0,0.0,0.0,209.0,337.0,1.03
"p[88, 4]",0.0,0.0,0.0,0.0,0.0,0.0,225.0,435.0,1.03
"p[88, 5]",0.0,0.0,0.0,0.0,0.0,0.0,226.0,331.0,1.02
"p[88, 6]",0.0,0.0,0.0,0.0,0.0,0.0,248.0,418.0,1.02
"p[88, 7]",1.0,0.001,1.0,1.0,0.0,0.0,271.0,1158.0,1.02
"p[88, 8]",0.0,0.0,0.0,0.0,0.0,0.0,244.0,394.0,1.02
"p[88, 9]",0.0,0.0,0.0,0.0,0.0,0.0,197.0,339.0,1.02
"p[89, 0]",0.0,0.0,0.0,0.0,0.0,0.0,73.0,252.0,1.07
"p[89, 1]",0.0,0.0,0.0,0.0,0.0,0.0,88.0,352.0,1.05
"p[89, 2]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,358.0,1.07
"p[89, 3]",0.0,0.0,0.0,0.0,0.0,0.0,122.0,401.0,1.05
"p[89, 4]",0.0,0.0,0.0,0.0,0.0,0.0,203.0,298.0,1.02
"p[89, 5]",0.0,0.0,0.0,0.0,0.0,0.0,100.0,396.0,1.04
"p[89, 6]",0.0,0.0,0.0,0.0,0.0,0.0,85.0,431.0,1.07
"p[89, 7]",1.0,0.0,1.0,1.0,0.0,0.0,307.0,888.0,1.02
"p[89, 8]",0.0,0.0,0.0,0.0,0.0,0.0,175.0,423.0,1.02
"p[89, 9]",0.0,0.0,0.0,0.0,0.0,0.0,155.0,352.0,1.03
"p[90, 0]",0.0,0.002,0.0,0.0,0.0,0.0,81.0,486.0,1.06
"p[90, 1]",0.0,0.003,0.0,0.0,0.0,0.0,38.0,315.0,1.07
"p[90, 2]",0.0,0.017,0.0,0.0,0.0,0.0,22.0,275.0,1.14
"p[90, 3]",0.0,0.005,0.0,0.0,0.0,0.0,48.0,423.0,1.08
"p[90, 4]",0.0,0.014,0.0,0.0,0.0,0.0,122.0,262.0,1.02
"p[90, 5]",0.0,0.001,0.0,0.0,0.0,0.0,50.0,377.0,1.06
"p[90, 6]",0.0,0.003,0.0,0.0,0.0,0.0,18.0,438.0,1.17
"p[90, 7]",0.998,0.026,1.0,1.0,0.0,0.0,331.0,1328.0,1.03
"p[90, 8]",0.0,0.004,0.0,0.0,0.0,0.0,84.0,312.0,1.05
"p[90, 9]",0.0,0.01,0.0,0.0,0.0,0.0,57.0,349.0,1.06
"p[91, 0]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,226.0,1.1
"p[91, 1]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,209.0,1.11
"p[91, 2]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,208.0,1.2
"p[91, 3]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,148.0,1.1
"p[91, 4]",0.0,0.0,0.0,0.0,0.0,0.0,105.0,165.0,1.03
"p[91, 5]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,240.0,1.07
"p[91, 6]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,275.0,1.22
"p[91, 7]",1.0,0.0,1.0,1.0,0.0,0.0,224.0,739.0,1.03
"p[91, 8]",0.0,0.0,0.0,0.0,0.0,0.0,68.0,253.0,1.06
"p[91, 9]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,181.0,1.08
"p[92, 0]",0.005,0.023,0.0,0.017,0.0,0.0,468.0,712.0,1.01
"p[92, 1]",0.001,0.008,0.0,0.0,0.0,0.0,39.0,219.0,1.07
"p[92, 2]",0.001,0.01,0.0,0.0,0.0,0.0,41.0,598.0,1.08
"p[92, 3]",0.001,0.006,0.0,0.0,0.0,0.0,185.0,293.0,1.01
"p[92, 4]",0.0,0.005,0.0,0.0,0.0,0.0,54.0,327.0,1.06
"p[92, 5]",0.001,0.007,0.0,0.0,0.0,0.0,88.0,206.0,1.04
"p[92, 6]",0.001,0.008,0.0,0.0,0.0,0.0,45.0,237.0,1.07
"p[92, 7]",0.99,0.034,0.947,1.0,0.001,0.001,499.0,2731.0,1.01
"p[92, 8]",0.001,0.011,0.0,0.0,0.0,0.0,31.0,399.0,1.09
"p[92, 9]",0.001,0.011,0.0,0.0,0.0,0.0,49.0,172.0,1.07
"p[93, 0]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,217.0,1.07
"p[93, 1]",0.0,0.0,0.0,0.0,0.0,0.0,61.0,312.0,1.06
"p[93, 2]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,353.0,1.1
"p[93, 3]",0.0,0.0,0.0,0.0,0.0,0.0,58.0,451.0,1.07
"p[93, 4]",0.0,0.0,0.0,0.0,0.0,0.0,169.0,241.0,1.03
"p[93, 5]",0.0,0.0,0.0,0.0,0.0,0.0,68.0,389.0,1.05
"p[93, 6]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,376.0,1.1
"p[93, 7]",1.0,0.0,1.0,1.0,0.0,0.0,228.0,771.0,1.03
"p[93, 8]",0.0,0.0,0.0,0.0,0.0,0.0,132.0,354.0,1.03
"p[93, 9]",0.0,0.0,0.0,0.0,0.0,0.0,118.0,351.0,1.04
"p[94, 0]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,244.0,1.09
"p[94, 1]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,230.0,1.09
"p[94, 2]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,242.0,1.16
"p[94, 3]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,107.0,1.09
"p[94, 4]",0.0,0.0,0.0,0.0,0.0,0.0,135.0,205.0,1.03
"p[94, 5]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,274.0,1.06
"p[94, 6]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,292.0,1.17
"p[94, 7]",1.0,0.0,1.0,1.0,0.0,0.0,215.0,881.0,1.03
"p[94, 8]",0.0,0.0,0.0,0.0,0.0,0.0,84.0,378.0,1.05
"p[94, 9]",0.0,0.0,0.0,0.0,0.0,0.0,56.0,242.0,1.07
"p[95, 0]",0.0,0.0,0.0,0.0,0.0,0.0,41.0,311.0,1.08
"p[95, 1]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,252.0,1.1
"p[95, 2]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,200.0,1.19
"p[95, 3]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,311.0,1.1
"p[95, 4]",0.0,0.0,0.0,0.0,0.0,0.0,90.0,187.0,1.04
"p[95, 5]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,252.0,1.08
"p[95, 6]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,309.0,1.22
"p[95, 7]",1.0,0.0,1.0,1.0,0.0,0.0,319.0,1344.0,1.03
"p[95, 8]",0.0,0.0,0.0,0.0,0.0,0.0,61.0,249.0,1.07
"p[95, 9]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,222.0,1.08
"p[96, 0]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,230.0,1.09
"p[96, 1]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,279.0,1.09
"p[96, 2]",0.0,0.0,0.0,0.0,0.0,0.0,20.0,238.0,1.15
"p[96, 3]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,269.0,1.09
"p[96, 4]",0.0,0.0,0.0,0.0,0.0,0.0,141.0,189.0,1.03
"p[96, 5]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,302.0,1.06
"p[96, 6]",0.0,0.0,0.0,0.0,0.0,0.0,20.0,295.0,1.16
"p[96, 7]",1.0,0.0,1.0,1.0,0.0,0.0,311.0,817.0,1.03
"p[96, 8]",0.0,0.0,0.0,0.0,0.0,0.0,89.0,292.0,1.05
"p[96, 9]",0.0,0.0,0.0,0.0,0.0,0.0,60.0,244.0,1.06
"p[97, 0]",0.0,0.0,0.0,0.0,0.0,0.0,141.0,264.0,1.04
"p[97, 1]",0.0,0.0,0.0,0.0,0.0,0.0,196.0,289.0,1.03
"p[97, 2]",0.0,0.0,0.0,0.0,0.0,0.0,219.0,452.0,1.02
"p[97, 3]",0.0,0.0,0.0,0.0,0.0,0.0,195.0,324.0,1.03
"p[97, 4]",0.0,0.0,0.0,0.0,0.0,0.0,193.0,429.0,1.03
"p[97, 5]",0.0,0.0,0.0,0.0,0.0,0.0,210.0,298.0,1.03
"p[97, 6]",0.0,0.0,0.0,0.0,0.0,0.0,236.0,351.0,1.02
"p[97, 7]",1.0,0.0,1.0,1.0,0.0,0.0,271.0,1128.0,1.02
"p[97, 8]",0.0,0.0,0.0,0.0,0.0,0.0,211.0,353.0,1.03
"p[97, 9]",0.0,0.0,0.0,0.0,0.0,0.0,195.0,305.0,1.02
"p[98, 0]",0.0,0.0,0.0,0.0,0.0,0.0,84.0,281.0,1.07
"p[98, 1]",0.0,0.0,0.0,0.0,0.0,0.0,51.0,329.0,1.06
"p[98, 2]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,312.0,1.1
"p[98, 3]",0.0,0.0,0.0,0.0,0.0,0.0,83.0,398.0,1.06
"p[98, 4]",0.0,0.0,0.0,0.0,0.0,0.0,203.0,302.0,1.02
"p[98, 5]",0.0,0.0,0.0,0.0,0.0,0.0,89.0,307.0,1.04
"p[98, 6]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,468.0,1.1
"p[98, 7]",1.0,0.0,1.0,1.0,0.0,0.0,343.0,1265.0,1.02
"p[98, 8]",0.0,0.0,0.0,0.0,0.0,0.0,130.0,502.0,1.03
"p[98, 9]",0.0,0.0,0.0,0.0,0.0,0.0,112.0,333.0,1.04
"p[99, 0]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,210.0,1.1
"p[99, 1]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,284.0,1.09
"p[99, 2]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,198.0,1.17
"p[99, 3]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,197.0,1.1
"p[99, 4]",0.0,0.0,0.0,0.0,0.0,0.0,113.0,166.0,1.03
"p[99, 5]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,274.0,1.07
"p[99, 6]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,299.0,1.19
"p[99, 7]",1.0,0.0,1.0,1.0,0.0,0.0,288.0,766.0,1.03
"p[99, 8]",0.0,0.0,0.0,0.0,0.0,0.0,76.0,247.0,1.06
"p[99, 9]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,242.0,1.07
"p[100, 0]",0.0,0.0,0.0,0.0,0.0,0.0,94.0,450.0,1.06
"p[100, 1]",0.0,0.0,0.0,0.0,0.0,0.0,50.0,361.0,1.06
"p[100, 2]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,263.0,1.12
"p[100, 3]",0.0,0.001,0.0,0.0,0.0,0.0,55.0,499.0,1.07
"p[100, 4]",0.0,0.001,0.0,0.0,0.0,0.0,154.0,255.0,1.02
"p[100, 5]",0.0,0.0,0.0,0.0,0.0,0.0,65.0,425.0,1.05
"p[100, 6]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,583.0,1.13
"p[100, 7]",1.0,0.002,1.0,1.0,0.0,0.0,257.0,1483.0,1.03
"p[100, 8]",0.0,0.0,0.0,0.0,0.0,0.0,104.0,352.0,1.04
"p[100, 9]",0.0,0.002,0.0,0.0,0.0,0.0,88.0,427.0,1.05
"p[101, 0]",0.0,0.0,0.0,0.0,0.0,0.0,62.0,220.0,1.06
"p[101, 1]",0.0,0.0,0.0,0.0,0.0,0.0,132.0,311.0,1.04
"p[101, 2]",0.0,0.0,0.0,0.0,0.0,0.0,104.0,414.0,1.05
"p[101, 3]",0.0,0.0,0.0,0.0,0.0,0.0,150.0,345.0,1.05
"p[101, 4]",0.0,0.0,0.0,0.0,0.0,0.0,191.0,288.0,1.03
"p[101, 5]",0.0,0.0,0.0,0.0,0.0,0.0,120.0,367.0,1.04
"p[101, 6]",0.0,0.0,0.0,0.0,0.0,0.0,179.0,429.0,1.05
"p[101, 7]",1.0,0.0,1.0,1.0,0.0,0.0,288.0,1011.0,1.03
"p[101, 8]",0.0,0.0,0.0,0.0,0.0,0.0,184.0,332.0,1.02
"p[101, 9]",0.0,0.0,0.0,0.0,0.0,0.0,173.0,340.0,1.02
"p[102, 0]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,222.0,1.08
"p[102, 1]",0.0,0.0,0.0,0.0,0.0,0.0,52.0,323.0,1.06
"p[102, 2]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,314.0,1.11
"p[102, 3]",0.0,0.0,0.0,0.0,0.0,0.0,50.0,440.0,1.07
"p[102, 4]",0.0,0.0,0.0,0.0,0.0,0.0,161.0,220.0,1.03
"p[102, 5]",0.0,0.0,0.0,0.0,0.0,0.0,59.0,355.0,1.05
"p[102, 6]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,341.0,1.12
"p[102, 7]",1.0,0.0,1.0,1.0,0.0,0.0,257.0,738.0,1.03
"p[102, 8]",0.0,0.0,0.0,0.0,0.0,0.0,115.0,338.0,1.04
"p[102, 9]",0.0,0.0,0.0,0.0,0.0,0.0,101.0,299.0,1.04
"p[103, 0]",0.0,0.0,0.0,0.0,0.0,0.0,61.0,230.0,1.06
"p[103, 1]",0.0,0.0,0.0,0.0,0.0,0.0,148.0,291.0,1.04
"p[103, 2]",0.0,0.0,0.0,0.0,0.0,0.0,121.0,423.0,1.04
"p[103, 3]",0.0,0.0,0.0,0.0,0.0,0.0,144.0,340.0,1.05
"p[103, 4]",0.0,0.0,0.0,0.0,0.0,0.0,190.0,300.0,1.03
"p[103, 5]",0.0,0.0,0.0,0.0,0.0,0.0,115.0,333.0,1.04
"p[103, 6]",0.0,0.0,0.0,0.0,0.0,0.0,187.0,415.0,1.04
"p[103, 7]",1.0,0.0,1.0,1.0,0.0,0.0,291.0,871.0,1.03
"p[103, 8]",0.0,0.0,0.0,0.0,0.0,0.0,185.0,318.0,1.02
"p[103, 9]",0.0,0.0,0.0,0.0,0.0,0.0,177.0,349.0,1.02
"p[104, 0]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,247.0,1.09
"p[104, 1]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,223.0,1.11
"p[104, 2]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,199.0,1.19
"p[104, 3]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,85.0,1.09
"p[104, 4]",0.0,0.0,0.0,0.0,0.0,0.0,118.0,196.0,1.03
"p[104, 5]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,235.0,1.07
"p[104, 6]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,294.0,1.2
"p[104, 7]",1.0,0.0,1.0,1.0,0.0,0.0,255.0,892.0,1.03
"p[104, 8]",0.0,0.0,0.0,0.0,0.0,0.0,71.0,338.0,1.06
"p[104, 9]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,148.0,1.08
"p[105, 0]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,201.0,1.11
"p[105, 1]",0.0,0.0,0.0,0.0,0.0,0.0,24.0,205.0,1.12
"p[105, 2]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,180.0,1.23
"p[105, 3]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,101.0,1.11
"p[105, 4]",0.0,0.0,0.0,0.0,0.0,0.0,81.0,152.0,1.05
"p[105, 5]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,209.0,1.09
"p[105, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,254.0,1.25
"p[105, 7]",1.0,0.0,1.0,1.0,0.0,0.0,278.0,767.0,1.03
"p[105, 8]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,182.0,1.08
"p[105, 9]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,188.0,1.1
"p[106, 0]",0.0,0.0,0.0,0.0,0.0,0.0,63.0,303.0,1.08
"p[106, 1]",0.0,0.0,0.0,0.0,0.0,0.0,46.0,374.0,1.07
"p[106, 2]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,293.0,1.11
"p[106, 3]",0.0,0.0,0.0,0.0,0.0,0.0,57.0,234.0,1.06
"p[106, 4]",0.0,0.0,0.0,0.0,0.0,0.0,183.0,288.0,1.02
"p[106, 5]",0.0,0.0,0.0,0.0,0.0,0.0,72.0,303.0,1.05
"p[106, 6]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,460.0,1.11
"p[106, 7]",1.0,0.0,1.0,1.0,0.0,0.0,287.0,1359.0,1.03
"p[106, 8]",0.0,0.0,0.0,0.0,0.0,0.0,114.0,469.0,1.03
"p[106, 9]",0.0,0.0,0.0,0.0,0.0,0.0,95.0,208.0,1.05
"p[107, 0]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,218.0,1.07
"p[107, 1]",0.0,0.0,0.0,0.0,0.0,0.0,63.0,315.0,1.06
"p[107, 2]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,356.0,1.1
"p[107, 3]",0.0,0.0,0.0,0.0,0.0,0.0,60.0,446.0,1.07
"p[107, 4]",0.0,0.0,0.0,0.0,0.0,0.0,170.0,242.0,1.03
"p[107, 5]",0.0,0.0,0.0,0.0,0.0,0.0,70.0,400.0,1.05
"p[107, 6]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,370.0,1.1
"p[107, 7]",1.0,0.0,1.0,1.0,0.0,0.0,222.0,800.0,1.03
"p[107, 8]",0.0,0.0,0.0,0.0,0.0,0.0,134.0,368.0,1.03
"p[107, 9]",0.0,0.0,0.0,0.0,0.0,0.0,121.0,354.0,1.04
"p[108, 0]",0.0,0.0,0.0,0.0,0.0,0.0,59.0,360.0,1.06
"p[108, 1]",0.0,0.0,0.0,0.0,0.0,0.0,77.0,396.0,1.05
"p[108, 2]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,332.0,1.08
"p[108, 3]",0.0,0.0,0.0,0.0,0.0,0.0,64.0,482.0,1.06
"p[108, 4]",0.0,0.0,0.0,0.0,0.0,0.0,171.0,268.0,1.03
"p[108, 5]",0.0,0.0,0.0,0.0,0.0,0.0,84.0,461.0,1.05
"p[108, 6]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,456.0,1.08
"p[108, 7]",1.0,0.0,1.0,1.0,0.0,0.0,148.0,934.0,1.03
"p[108, 8]",0.0,0.0,0.0,0.0,0.0,0.0,134.0,332.0,1.03
"p[108, 9]",0.0,0.0,0.0,0.0,0.0,0.0,138.0,488.0,1.04
"p[109, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[109, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[109, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[109, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[109, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[109, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[109, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[109, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[109, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[109, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[110, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
