,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[17, 4]",0.994,0.024,0.971,1.0,0.001,0.001,231.0,298.0,1.02
"p[17, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,53.0,1.1
"p[17, 6]",0.001,0.006,0.0,0.0,0.0,0.0,86.0,234.0,1.06
"p[17, 7]",0.001,0.011,0.0,0.0,0.0,0.0,45.0,186.0,1.07
"p[17, 8]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,62.0,1.18
"p[17, 9]",0.0,0.001,0.0,0.0,0.0,0.0,82.0,268.0,1.06
"p[18, 0]",0.0,0.001,0.0,0.0,0.0,0.0,69.0,230.0,1.05
"p[18, 1]",0.0,0.004,0.0,0.0,0.0,0.0,12.0,61.0,1.27
"p[18, 2]",0.002,0.013,0.0,0.009,0.0,0.0,179.0,225.0,1.0
"p[18, 3]",0.001,0.014,0.0,0.001,0.0,0.0,42.0,126.0,1.09
"p[18, 4]",0.994,0.024,0.971,1.0,0.001,0.001,231.0,298.0,1.02
"p[18, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,53.0,1.1
"p[18, 6]",0.001,0.006,0.0,0.0,0.0,0.0,86.0,234.0,1.06
"p[18, 7]",0.001,0.011,0.0,0.0,0.0,0.0,45.0,186.0,1.07
"p[18, 8]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,62.0,1.18
"p[18, 9]",0.0,0.001,0.0,0.0,0.0,0.0,82.0,268.0,1.06
"p[19, 0]",0.0,0.001,0.0,0.0,0.0,0.0,69.0,230.0,1.05
"p[19, 1]",0.0,0.004,0.0,0.0,0.0,0.0,12.0,61.0,1.27
"p[19, 2]",0.002,0.013,0.0,0.009,0.0,0.0,179.0,225.0,1.0
"p[19, 3]",0.001,0.014,0.0,0.001,0.0,0.0,42.0,126.0,1.09
"p[19, 4]",0.994,0.024,0.971,1.0,0.001,0.001,231.0,298.0,1.02
"p[19, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,53.0,1.1
"p[19, 6]",0.001,0.006,0.0,0.0,0.0,0.0,86.0,234.0,1.06
"p[19, 7]",0.001,0.011,0.0,0.0,0.0,0.0,45.0,186.0,1.07
"p[19, 8]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,62.0,1.18
"p[19, 9]",0.0,0.001,0.0,0.0,0.0,0.0,82.0,268.0,1.06
"p[20, 0]",0.0,0.002,0.0,0.0,0.0,0.0,68.0,97.0,1.06
"p[20, 1]",0.001,0.005,0.0,0.0,0.0,0.0,25.0,150.0,1.11
"p[20, 2]",0.0,0.001,0.0,0.0,0.0,0.0,99.0,119.0,1.04
"p[20, 3]",0.003,0.028,0.0,0.003,0.001,0.001,40.0,157.0,1.1
"p[20, 4]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,172.0,1.1
"p[20, 5]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,165.0,1.12
"p[20, 6]",0.995,0.03,0.99,1.0,0.001,0.001,21.0,123.0,1.15
"p[20, 7]",0.001,0.008,0.0,0.0,0.0,0.0,16.0,107.0,1.22
"p[20, 8]",0.0,0.002,0.0,0.0,0.0,0.0,34.0,122.0,1.1
"p[20, 9]",0.0,0.006,0.0,0.0,0.0,0.0,36.0,149.0,1.1
"p[21, 0]",0.0,0.001,0.0,0.0,0.0,0.0,69.0,230.0,1.05
"p[21, 1]",0.0,0.004,0.0,0.0,0.0,0.0,12.0,61.0,1.27
"p[21, 2]",0.002,0.013,0.0,0.009,0.0,0.0,179.0,225.0,1.0
"p[21, 3]",0.001,0.014,0.0,0.001,0.0,0.0,42.0,126.0,1.09
"p[21, 4]",0.994,0.024,0.971,1.0,0.001,0.001,231.0,298.0,1.02
"p[21, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,53.0,1.1
"p[21, 6]",0.001,0.006,0.0,0.0,0.0,0.0,86.0,234.0,1.06
"p[21, 7]",0.001,0.011,0.0,0.0,0.0,0.0,45.0,186.0,1.07
"p[21, 8]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,62.0,1.18
"p[21, 9]",0.0,0.001,0.0,0.0,0.0,0.0,82.0,268.0,1.06
"p[22, 0]",0.002,0.02,0.0,0.0,0.001,0.001,109.0,183.0,1.04
"p[22, 1]",0.001,0.014,0.0,0.0,0.0,0.0,34.0,205.0,1.09
"p[22, 2]",0.008,0.054,0.0,0.012,0.002,0.001,91.0,187.0,1.03
"p[22, 3]",0.942,0.153,0.672,1.0,0.007,0.005,172.0,219.0,1.03
"p[22, 4]",0.025,0.103,0.0,0.105,0.004,0.003,49.0,143.0,1.07
"p[22, 5]",0.0,0.001,0.0,0.0,0.0,0.0,75.0,219.0,1.03
"p[22, 6]",0.001,0.01,0.0,0.0,0.0,0.0,18.0,81.0,1.21
"p[22, 7]",0.009,0.06,0.0,0.004,0.004,0.003,33.0,107.0,1.11
"p[22, 8]",0.005,0.038,0.0,0.001,0.002,0.001,28.0,179.0,1.1
"p[22, 9]",0.008,0.051,0.0,0.013,0.002,0.001,120.0,300.0,1.01
"p[23, 0]",0.006,0.043,0.0,0.002,0.002,0.001,87.0,245.0,1.05
"p[23, 1]",0.003,0.035,0.0,0.001,0.001,0.001,159.0,341.0,1.02
"p[23, 2]",0.003,0.029,0.0,0.0,0.001,0.001,117.0,134.0,1.02
"p[23, 3]",0.088,0.192,0.0,0.516,0.007,0.005,173.0,331.0,1.03
"p[23, 4]",0.001,0.024,0.0,0.0,0.001,0.001,75.0,317.0,1.07
"p[23, 5]",0.009,0.066,0.0,0.001,0.002,0.002,159.0,367.0,1.02
"p[23, 6]",0.006,0.049,0.0,0.002,0.003,0.002,15.0,63.0,1.22
"p[23, 7]",0.007,0.047,0.0,0.003,0.002,0.001,93.0,242.0,1.06
"p[23, 8]",0.003,0.046,0.0,0.0,0.001,0.001,141.0,439.0,1.02
"p[23, 9]",0.875,0.23,0.325,1.0,0.01,0.007,305.0,321.0,1.02
"p[24, 0]",0.988,0.061,0.971,1.0,0.003,0.002,74.0,557.0,1.06
"p[24, 1]",0.001,0.014,0.0,0.0,0.001,0.0,20.0,50.0,1.15
"p[24, 2]",0.001,0.024,0.0,0.0,0.001,0.001,111.0,265.0,1.04
"p[24, 3]",0.0,0.004,0.0,0.0,0.0,0.0,44.0,201.0,1.1
"p[24, 4]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,115.0,1.1
"p[24, 5]",0.003,0.026,0.0,0.0,0.001,0.001,41.0,141.0,1.09
"p[24, 6]",0.002,0.027,0.0,0.0,0.001,0.001,92.0,101.0,1.04
"p[24, 7]",0.003,0.033,0.0,0.0,0.001,0.001,32.0,138.0,1.09
"p[24, 8]",0.001,0.017,0.0,0.0,0.001,0.0,94.0,143.0,1.03
"p[24, 9]",0.001,0.009,0.0,0.0,0.0,0.0,34.0,139.0,1.09
"p[25, 0]",0.003,0.028,0.0,0.002,0.001,0.001,79.0,236.0,1.04
"p[25, 1]",0.001,0.01,0.0,0.0,0.0,0.0,13.0,59.0,1.23
"p[25, 2]",0.009,0.049,0.0,0.03,0.002,0.001,195.0,199.0,1.01
"p[25, 3]",0.006,0.053,0.0,0.003,0.002,0.001,29.0,122.0,1.12
"p[25, 4]",0.968,0.103,0.838,1.0,0.006,0.004,229.0,345.0,1.02
"p[25, 5]",0.001,0.009,0.0,0.0,0.0,0.0,34.0,64.0,1.09
"p[25, 6]",0.003,0.027,0.0,0.001,0.001,0.001,71.0,175.0,1.06
"p[25, 7]",0.007,0.05,0.0,0.002,0.004,0.003,55.0,116.0,1.07
"p[25, 8]",0.002,0.017,0.0,0.0,0.001,0.0,20.0,78.0,1.15
"p[25, 9]",0.0,0.009,0.0,0.0,0.0,0.0,78.0,251.0,1.06
"p[26, 0]",0.001,0.025,0.0,0.0,0.001,0.001,22.0,60.0,1.14
"p[26, 1]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,172.0,1.13
"p[26, 2]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,116.0,1.09
"p[26, 3]",0.001,0.01,0.0,0.0,0.0,0.0,19.0,79.0,1.14
"p[26, 4]",0.002,0.013,0.0,0.0,0.001,0.001,16.0,61.0,1.17
"p[26, 5]",0.0,0.0,0.0,0.0,0.0,0.0,81.0,169.0,1.05
"p[26, 6]",0.0,0.002,0.0,0.0,0.0,0.0,43.0,71.0,1.08
"p[26, 7]",0.995,0.032,0.991,1.0,0.001,0.001,20.0,398.0,1.14
"p[26, 8]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,175.0,1.08
"p[26, 9]",0.001,0.012,0.0,0.0,0.0,0.0,58.0,101.0,1.06
"p[27, 0]",0.001,0.018,0.0,0.0,0.001,0.001,61.0,282.0,1.07
"p[27, 1]",0.001,0.014,0.0,0.0,0.001,0.0,27.0,116.0,1.11
"p[27, 2]",0.005,0.037,0.0,0.003,0.002,0.001,103.0,119.0,1.04
"p[27, 3]",0.039,0.117,0.0,0.183,0.004,0.003,89.0,117.0,1.06
"p[27, 4]",0.022,0.107,0.0,0.05,0.005,0.004,57.0,170.0,1.06
"p[27, 5]",0.001,0.009,0.0,0.0,0.0,0.0,37.0,223.0,1.1
"p[27, 6]",0.924,0.174,0.569,1.0,0.008,0.006,56.0,276.0,1.07
"p[27, 7]",0.004,0.047,0.0,0.001,0.002,0.002,15.0,61.0,1.24
"p[27, 8]",0.002,0.015,0.0,0.0,0.0,0.0,49.0,168.0,1.07
"p[27, 9]",0.001,0.028,0.0,0.0,0.001,0.001,28.0,179.0,1.11
"p[28, 0]",0.954,0.136,0.749,1.0,0.005,0.004,141.0,176.0,1.06
"p[28, 1]",0.003,0.026,0.0,0.0,0.001,0.001,23.0,225.0,1.14
"p[28, 2]",0.005,0.04,0.0,0.002,0.001,0.001,132.0,301.0,1.04
"p[28, 3]",0.007,0.059,0.0,0.0,0.002,0.002,34.0,186.0,1.12
"p[28, 4]",0.008,0.056,0.0,0.003,0.002,0.002,36.0,146.0,1.1
"p[28, 5]",0.004,0.026,0.0,0.001,0.001,0.001,80.0,335.0,1.06
"p[28, 6]",0.005,0.036,0.0,0.002,0.001,0.001,125.0,152.0,1.02
"p[28, 7]",0.004,0.04,0.0,0.001,0.001,0.001,36.0,166.0,1.09
"p[28, 8]",0.005,0.047,0.0,0.001,0.002,0.001,105.0,236.0,1.03
"p[28, 9]",0.006,0.043,0.0,0.004,0.002,0.001,28.0,142.0,1.11
"p[29, 0]",0.002,0.027,0.0,0.0,0.001,0.001,36.0,194.0,1.1
"p[29, 1]",0.009,0.072,0.0,0.001,0.004,0.003,24.0,99.0,1.13
"p[29, 2]",0.08,0.18,0.0,0.501,0.008,0.006,193.0,268.0,1.02
"p[29, 3]",0.004,0.032,0.0,0.002,0.001,0.001,29.0,141.0,1.11
"p[29, 4]",0.001,0.01,0.0,0.0,0.001,0.0,72.0,191.0,1.06
"p[29, 5]",0.002,0.023,0.0,0.0,0.001,0.001,61.0,297.0,1.07
"p[29, 6]",0.004,0.038,0.0,0.001,0.002,0.001,46.0,125.0,1.1
"p[29, 7]",0.891,0.214,0.398,1.0,0.01,0.007,198.0,259.0,1.01
"p[29, 8]",0.001,0.013,0.0,0.0,0.0,0.0,100.0,220.0,1.06
"p[29, 9]",0.005,0.044,0.0,0.001,0.002,0.001,95.0,318.0,1.04
"p[30, 0]",0.002,0.018,0.0,0.001,0.001,0.0,120.0,219.0,1.05
"p[30, 1]",0.001,0.011,0.0,0.0,0.0,0.0,136.0,155.0,1.03
"p[30, 2]",0.98,0.056,0.895,1.0,0.002,0.001,230.0,496.0,1.01
"p[30, 3]",0.002,0.014,0.0,0.001,0.0,0.0,51.0,109.0,1.07
"p[30, 4]",0.0,0.001,0.0,0.0,0.0,0.0,111.0,150.0,1.01
"p[30, 5]",0.002,0.021,0.0,0.001,0.001,0.0,134.0,239.0,1.04
"p[30, 6]",0.002,0.012,0.0,0.001,0.001,0.0,92.0,131.0,1.04
"p[30, 7]",0.005,0.029,0.0,0.012,0.001,0.001,54.0,216.0,1.07
"p[30, 8]",0.003,0.019,0.0,0.001,0.001,0.0,154.0,218.0,1.04
"p[30, 9]",0.003,0.026,0.0,0.001,0.001,0.001,90.0,172.0,1.05
"p[31, 0]",0.001,0.016,0.0,0.0,0.0,0.0,22.0,55.0,1.14
"p[31, 1]",0.0,0.0,0.0,0.0,0.0,0.0,24.0,164.0,1.14
"p[31, 2]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,121.0,1.09
"p[31, 3]",0.001,0.009,0.0,0.0,0.0,0.0,20.0,57.0,1.13
"p[31, 4]",0.002,0.011,0.0,0.0,0.001,0.001,16.0,54.0,1.17
"p[31, 5]",0.0,0.0,0.0,0.0,0.0,0.0,80.0,143.0,1.05
"p[31, 6]",0.0,0.002,0.0,0.0,0.0,0.0,46.0,82.0,1.08
"p[31, 7]",0.996,0.024,0.99,1.0,0.001,0.001,21.0,318.0,1.13
"p[31, 8]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,178.0,1.08
"p[31, 9]",0.001,0.01,0.0,0.0,0.0,0.0,57.0,111.0,1.06
"p[32, 0]",0.0,0.001,0.0,0.0,0.0,0.0,69.0,230.0,1.05
"p[32, 1]",0.0,0.004,0.0,0.0,0.0,0.0,12.0,61.0,1.27
"p[32, 2]",0.002,0.013,0.0,0.009,0.0,0.0,179.0,225.0,1.0
"p[32, 3]",0.001,0.014,0.0,0.001,0.0,0.0,42.0,126.0,1.09
"p[32, 4]",0.994,0.024,0.971,1.0,0.001,0.001,231.0,298.0,1.02
"p[32, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,53.0,1.1
"p[32, 6]",0.001,0.006,0.0,0.0,0.0,0.0,86.0,234.0,1.06
"p[32, 7]",0.001,0.011,0.0,0.0,0.0,0.0,45.0,186.0,1.07
"p[32, 8]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,62.0,1.18
"p[32, 9]",0.0,0.001,0.0,0.0,0.0,0.0,82.0,268.0,1.06
"p[33, 0]",0.005,0.05,0.0,0.002,0.002,0.001,24.0,108.0,1.12
"p[33, 1]",0.006,0.055,0.0,0.002,0.002,0.001,98.0,169.0,1.03
"p[33, 2]",0.002,0.033,0.0,0.0,0.001,0.001,103.0,111.0,1.03
"p[33, 3]",0.009,0.058,0.0,0.009,0.002,0.002,42.0,163.0,1.08
"p[33, 4]",0.003,0.028,0.0,0.001,0.001,0.001,115.0,201.0,1.04
"p[33, 5]",0.003,0.033,0.0,0.0,0.001,0.001,141.0,202.0,1.04
"p[33, 6]",0.914,0.188,0.491,1.0,0.009,0.007,310.0,447.0,1.0
"p[33, 7]",0.005,0.038,0.0,0.002,0.001,0.001,117.0,258.0,1.06
"p[33, 8]",0.006,0.054,0.0,0.001,0.002,0.002,153.0,346.0,1.02
"p[33, 9]",0.046,0.141,0.0,0.264,0.007,0.005,141.0,228.0,1.02
"p[34, 0]",0.002,0.026,0.0,0.0,0.001,0.001,21.0,112.0,1.14
"p[34, 1]",0.0,0.008,0.0,0.0,0.0,0.0,31.0,288.0,1.12
"p[34, 2]",0.0,0.005,0.0,0.0,0.0,0.0,43.0,168.0,1.08
"p[34, 3]",0.001,0.012,0.0,0.0,0.0,0.0,58.0,84.0,1.06
"p[34, 4]",0.0,0.007,0.0,0.0,0.0,0.0,29.0,186.0,1.13
"p[34, 5]",0.001,0.016,0.0,0.0,0.001,0.0,98.0,129.0,1.04
"p[34, 6]",0.003,0.034,0.0,0.0,0.001,0.001,22.0,61.0,1.14
"p[34, 7]",0.991,0.05,0.982,1.0,0.002,0.001,39.0,598.0,1.08
"p[34, 8]",0.0,0.001,0.0,0.0,0.0,0.0,63.0,294.0,1.07
"p[34, 9]",0.001,0.01,0.0,0.0,0.0,0.0,67.0,207.0,1.05
"p[35, 0]",0.001,0.008,0.0,0.0,0.0,0.0,40.0,152.0,1.1
"p[35, 1]",0.0,0.002,0.0,0.0,0.0,0.0,50.0,161.0,1.07
"p[35, 2]",0.001,0.015,0.0,0.0,0.001,0.0,43.0,178.0,1.08
"p[35, 3]",0.994,0.029,0.976,1.0,0.001,0.001,74.0,730.0,1.07
"p[35, 4]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,132.0,1.16
"p[35, 5]",0.001,0.009,0.0,0.0,0.0,0.0,112.0,232.0,1.04
"p[35, 6]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,73.0,1.23
"p[35, 7]",0.001,0.008,0.0,0.0,0.0,0.0,58.0,144.0,1.06
"p[35, 8]",0.001,0.015,0.0,0.0,0.0,0.0,76.0,217.0,1.05
"p[35, 9]",0.002,0.011,0.0,0.003,0.0,0.0,54.0,290.0,1.07
"p[36, 0]",0.003,0.029,0.0,0.0,0.001,0.001,134.0,220.0,1.04
"p[36, 1]",0.001,0.01,0.0,0.0,0.0,0.0,107.0,354.0,1.05
"p[36, 2]",0.001,0.014,0.0,0.0,0.001,0.0,98.0,125.0,1.04
"p[36, 3]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,152.0,1.15
"p[36, 4]",0.002,0.016,0.0,0.0,0.001,0.0,160.0,248.0,1.02
"p[36, 5]",0.003,0.03,0.0,0.0,0.001,0.001,127.0,275.0,1.04
"p[36, 6]",0.007,0.045,0.0,0.006,0.002,0.001,53.0,207.0,1.07
"p[36, 7]",0.001,0.012,0.0,0.0,0.0,0.0,89.0,65.0,1.05
"p[36, 8]",0.001,0.017,0.0,0.0,0.001,0.0,105.0,234.0,1.03
"p[36, 9]",0.982,0.071,0.924,1.0,0.003,0.002,131.0,246.0,1.03
"p[37, 0]",0.002,0.018,0.0,0.001,0.001,0.0,120.0,219.0,1.05
"p[37, 1]",0.001,0.011,0.0,0.0,0.0,0.0,136.0,155.0,1.03
"p[37, 2]",0.98,0.056,0.895,1.0,0.002,0.001,230.0,496.0,1.01
"p[37, 3]",0.002,0.014,0.0,0.001,0.0,0.0,51.0,109.0,1.07
"p[37, 4]",0.0,0.001,0.0,0.0,0.0,0.0,111.0,150.0,1.01
"p[37, 5]",0.002,0.021,0.0,0.001,0.001,0.0,134.0,239.0,1.04
"p[37, 6]",0.002,0.012,0.0,0.001,0.001,0.0,92.0,131.0,1.04
"p[37, 7]",0.005,0.029,0.0,0.012,0.001,0.001,54.0,216.0,1.07
"p[37, 8]",0.003,0.019,0.0,0.001,0.001,0.0,154.0,218.0,1.04
"p[37, 9]",0.003,0.026,0.0,0.001,0.001,0.001,90.0,172.0,1.05
"p[38, 0]",0.0,0.001,0.0,0.0,0.0,0.0,69.0,230.0,1.05
"p[38, 1]",0.0,0.004,0.0,0.0,0.0,0.0,12.0,61.0,1.27
"p[38, 2]",0.002,0.013,0.0,0.009,0.0,0.0,179.0,225.0,1.0
"p[38, 3]",0.001,0.014,0.0,0.001,0.0,0.0,42.0,126.0,1.09
"p[38, 4]",0.994,0.024,0.971,1.0,0.001,0.001,231.0,298.0,1.02
"p[38, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,53.0,1.1
"p[38, 6]",0.001,0.006,0.0,0.0,0.0,0.0,86.0,234.0,1.06
"p[38, 7]",0.001,0.011,0.0,0.0,0.0,0.0,45.0,186.0,1.07
"p[38, 8]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,62.0,1.18
"p[38, 9]",0.0,0.001,0.0,0.0,0.0,0.0,82.0,268.0,1.06
"p[39, 0]",0.001,0.007,0.0,0.0,0.0,0.0,37.0,182.0,1.09
"p[39, 1]",0.002,0.022,0.0,0.0,0.001,0.001,82.0,156.0,1.05
"p[39, 2]",0.007,0.048,0.0,0.001,0.002,0.001,120.0,137.0,1.04
"p[39, 3]",0.011,0.072,0.0,0.014,0.003,0.002,118.0,245.0,1.01
"p[39, 4]",0.001,0.024,0.0,0.0,0.001,0.001,61.0,71.0,1.07
"p[39, 5]",0.003,0.028,0.0,0.001,0.001,0.001,137.0,248.0,1.04
"p[39, 6]",0.968,0.113,0.851,1.0,0.004,0.003,154.0,259.0,1.02
"p[39, 7]",0.003,0.042,0.0,0.0,0.001,0.001,42.0,175.0,1.11
"p[39, 8]",0.003,0.039,0.0,0.0,0.001,0.001,118.0,226.0,1.04
"p[39, 9]",0.0,0.008,0.0,0.0,0.0,0.0,49.0,210.0,1.07
"p[40, 0]",0.0,0.001,0.0,0.0,0.0,0.0,69.0,230.0,1.05
"p[40, 1]",0.0,0.004,0.0,0.0,0.0,0.0,12.0,61.0,1.27
"p[40, 2]",0.002,0.013,0.0,0.009,0.0,0.0,179.0,225.0,1.0
"p[40, 3]",0.001,0.014,0.0,0.001,0.0,0.0,42.0,126.0,1.09
"p[40, 4]",0.994,0.024,0.971,1.0,0.001,0.001,231.0,298.0,1.02
"p[40, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,53.0,1.1
"p[40, 6]",0.001,0.006,0.0,0.0,0.0,0.0,86.0,234.0,1.06
"p[40, 7]",0.001,0.011,0.0,0.0,0.0,0.0,45.0,186.0,1.07
"p[40, 8]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,62.0,1.18
"p[40, 9]",0.0,0.001,0.0,0.0,0.0,0.0,82.0,268.0,1.06
"p[41, 0]",0.001,0.008,0.0,0.0,0.0,0.0,40.0,152.0,1.1
"p[41, 1]",0.0,0.002,0.0,0.0,0.0,0.0,50.0,161.0,1.07
"p[41, 2]",0.001,0.015,0.0,0.0,0.001,0.0,43.0,178.0,1.08
"p[41, 3]",0.994,0.029,0.976,1.0,0.001,0.001,74.0,730.0,1.07
"p[41, 4]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,132.0,1.16
"p[41, 5]",0.001,0.009,0.0,0.0,0.0,0.0,112.0,232.0,1.04
"p[41, 6]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,73.0,1.23
"p[41, 7]",0.001,0.008,0.0,0.0,0.0,0.0,58.0,144.0,1.06
"p[41, 8]",0.001,0.015,0.0,0.0,0.0,0.0,76.0,217.0,1.05
"p[41, 9]",0.002,0.011,0.0,0.003,0.0,0.0,54.0,290.0,1.07
"p[42, 0]",0.0,0.007,0.0,0.0,0.0,0.0,131.0,217.0,1.04
"p[42, 1]",0.0,0.004,0.0,0.0,0.0,0.0,101.0,383.0,1.06
"p[42, 2]",0.002,0.017,0.0,0.0,0.001,0.0,104.0,129.0,1.04
"p[42, 3]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,164.0,1.15
"p[42, 4]",0.003,0.03,0.0,0.001,0.001,0.001,163.0,258.0,1.03
"p[42, 5]",0.001,0.014,0.0,0.0,0.0,0.0,114.0,268.0,1.05
"p[42, 6]",0.004,0.033,0.0,0.003,0.001,0.001,57.0,205.0,1.07
"p[42, 7]",0.001,0.013,0.0,0.0,0.0,0.0,94.0,79.0,1.05
"p[42, 8]",0.001,0.013,0.0,0.0,0.0,0.0,104.0,219.0,1.03
"p[42, 9]",0.986,0.054,0.938,1.0,0.002,0.001,117.0,250.0,1.04
"p[43, 0]",0.003,0.045,0.0,0.0,0.002,0.001,69.0,108.0,1.06
"p[43, 1]",0.001,0.017,0.0,0.0,0.001,0.0,32.0,150.0,1.09
"p[43, 2]",0.0,0.001,0.0,0.0,0.0,0.0,106.0,121.0,1.04
"p[43, 3]",0.004,0.031,0.0,0.005,0.001,0.001,111.0,202.0,1.06
"p[43, 4]",0.0,0.001,0.0,0.0,0.0,0.0,47.0,221.0,1.09
"p[43, 5]",0.0,0.002,0.0,0.0,0.0,0.0,39.0,134.0,1.1
"p[43, 6]",0.988,0.068,0.977,1.0,0.003,0.002,33.0,163.0,1.11
"p[43, 7]",0.002,0.018,0.0,0.0,0.001,0.001,17.0,150.0,1.21
"p[43, 8]",0.002,0.025,0.0,0.0,0.001,0.001,39.0,192.0,1.09
"p[43, 9]",0.0,0.006,0.0,0.0,0.0,0.0,40.0,151.0,1.09
"p[44, 0]",0.002,0.024,0.0,0.0,0.001,0.001,53.0,199.0,1.07
"p[44, 1]",0.003,0.036,0.0,0.0,0.001,0.001,12.0,77.0,1.26
"p[44, 2]",0.869,0.229,0.332,1.0,0.01,0.008,330.0,486.0,1.01
"p[44, 3]",0.011,0.07,0.0,0.01,0.003,0.002,18.0,71.0,1.17
"p[44, 4]",0.082,0.185,0.0,0.487,0.008,0.006,246.0,208.0,1.0
"p[44, 5]",0.004,0.049,0.0,0.0,0.002,0.002,48.0,60.0,1.06
"p[44, 6]",0.003,0.04,0.0,0.002,0.001,0.001,58.0,118.0,1.07
"p[44, 7]",0.022,0.102,0.0,0.069,0.008,0.006,60.0,123.0,1.07
"p[44, 8]",0.002,0.024,0.0,0.001,0.001,0.001,20.0,169.0,1.14
"p[44, 9]",0.001,0.011,0.0,0.0,0.0,0.0,47.0,180.0,1.08
"p[45, 0]",0.0,0.001,0.0,0.0,0.0,0.0,69.0,230.0,1.05
"p[45, 1]",0.0,0.004,0.0,0.0,0.0,0.0,12.0,61.0,1.27
"p[45, 2]",0.002,0.013,0.0,0.009,0.0,0.0,179.0,225.0,1.0
"p[45, 3]",0.001,0.014,0.0,0.001,0.0,0.0,42.0,126.0,1.09
"p[45, 4]",0.994,0.024,0.971,1.0,0.001,0.001,231.0,298.0,1.02
"p[45, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,53.0,1.1
"p[45, 6]",0.001,0.006,0.0,0.0,0.0,0.0,86.0,234.0,1.06
"p[45, 7]",0.001,0.011,0.0,0.0,0.0,0.0,45.0,186.0,1.07
"p[45, 8]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,62.0,1.18
"p[45, 9]",0.0,0.001,0.0,0.0,0.0,0.0,82.0,268.0,1.06
"p[46, 0]",0.0,0.007,0.0,0.0,0.0,0.0,131.0,217.0,1.04
"p[46, 1]",0.0,0.004,0.0,0.0,0.0,0.0,101.0,383.0,1.06
"p[46, 2]",0.002,0.017,0.0,0.0,0.001,0.0,104.0,129.0,1.04
"p[46, 3]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,164.0,1.15
"p[46, 4]",0.003,0.03,0.0,0.001,0.001,0.001,163.0,258.0,1.03
"p[46, 5]",0.001,0.014,0.0,0.0,0.0,0.0,114.0,268.0,1.05
"p[46, 6]",0.004,0.033,0.0,0.003,0.001,0.001,57.0,205.0,1.07
"p[46, 7]",0.001,0.013,0.0,0.0,0.0,0.0,94.0,79.0,1.05
"p[46, 8]",0.001,0.013,0.0,0.0,0.0,0.0,104.0,219.0,1.03
"p[46, 9]",0.986,0.054,0.938,1.0,0.002,0.001,117.0,250.0,1.04
"p[47, 0]",0.005,0.045,0.0,0.0,0.002,0.002,21.0,160.0,1.14
"p[47, 1]",0.001,0.017,0.0,0.0,0.001,0.0,33.0,288.0,1.11
"p[47, 2]",0.001,0.013,0.0,0.0,0.0,0.0,48.0,185.0,1.08
"p[47, 3]",0.003,0.028,0.0,0.0,0.001,0.001,75.0,84.0,1.05
"p[47, 4]",0.001,0.021,0.0,0.0,0.001,0.0,34.0,156.0,1.12
"p[47, 5]",0.004,0.04,0.0,0.001,0.001,0.001,101.0,122.0,1.04
"p[47, 6]",0.007,0.059,0.0,0.001,0.002,0.002,20.0,59.0,1.15
"p[47, 7]",0.976,0.097,0.902,1.0,0.004,0.003,46.0,94.0,1.07
"p[47, 8]",0.0,0.012,0.0,0.0,0.0,0.0,67.0,301.0,1.08
"p[47, 9]",0.002,0.024,0.0,0.0,0.001,0.001,70.0,212.0,1.05
"p[48, 0]",0.005,0.048,0.0,0.001,0.002,0.001,30.0,107.0,1.09
"p[48, 1]",0.002,0.031,0.0,0.0,0.001,0.001,33.0,339.0,1.1
"p[48, 2]",0.001,0.03,0.0,0.0,0.001,0.001,25.0,147.0,1.12
