,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[17, 3]",0.004,0.026,0.0,0.012,0.001,0.001,189.0,448.0,1.01
"p[17, 4]",0.001,0.009,0.0,0.003,0.001,0.0,56.0,100.0,1.06
"p[17, 5]",0.646,0.253,0.179,1.0,0.015,0.011,248.0,606.0,1.01
"p[17, 6]",0.133,0.183,0.0,0.516,0.009,0.006,185.0,310.0,1.04
"p[17, 7]",0.003,0.023,0.0,0.004,0.0,0.0,90.0,424.0,1.05
"p[17, 8]",0.195,0.191,0.0,0.58,0.012,0.008,216.0,728.0,1.01
"p[17, 9]",0.003,0.017,0.0,0.009,0.001,0.001,30.0,88.0,1.12
"p[18, 0]",0.004,0.021,0.0,0.009,0.001,0.0,231.0,475.0,1.02
"p[18, 1]",0.003,0.022,0.0,0.008,0.001,0.001,91.0,348.0,1.04
"p[18, 2]",0.075,0.125,0.0,0.313,0.008,0.005,126.0,358.0,1.02
"p[18, 3]",0.01,0.044,0.0,0.035,0.002,0.001,106.0,120.0,1.04
"p[18, 4]",0.364,0.256,0.002,0.811,0.018,0.013,178.0,594.0,1.02
"p[18, 5]",0.162,0.207,0.0,0.602,0.031,0.022,30.0,297.0,1.1
"p[18, 6]",0.004,0.021,0.0,0.013,0.001,0.001,46.0,127.0,1.07
"p[18, 7]",0.003,0.023,0.0,0.007,0.001,0.0,117.0,446.0,1.05
"p[18, 8]",0.369,0.26,0.0,0.827,0.019,0.013,191.0,264.0,1.03
"p[18, 9]",0.007,0.037,0.0,0.017,0.004,0.003,16.0,75.0,1.18
"p[19, 0]",0.005,0.035,0.0,0.007,0.001,0.001,210.0,573.0,1.03
"p[19, 1]",0.317,0.301,0.0,0.889,0.018,0.013,236.0,740.0,1.01
"p[19, 2]",0.021,0.083,0.0,0.083,0.004,0.003,76.0,188.0,1.02
"p[19, 3]",0.012,0.062,0.0,0.032,0.002,0.001,244.0,702.0,1.02
"p[19, 4]",0.016,0.065,0.0,0.055,0.004,0.003,74.0,117.0,1.05
"p[19, 5]",0.095,0.185,0.0,0.502,0.019,0.013,29.0,48.0,1.1
"p[19, 6]",0.414,0.306,0.0,0.929,0.019,0.013,233.0,892.0,1.03
"p[19, 7]",0.005,0.036,0.0,0.009,0.001,0.001,114.0,402.0,1.04
"p[19, 8]",0.084,0.158,0.0,0.403,0.018,0.013,44.0,47.0,1.07
"p[19, 9]",0.032,0.087,0.0,0.17,0.005,0.004,80.0,160.0,1.04
"p[20, 0]",0.004,0.019,0.0,0.016,0.001,0.0,49.0,291.0,1.06
"p[20, 1]",0.035,0.051,0.0,0.13,0.001,0.001,628.0,1128.0,1.01
"p[20, 2]",0.0,0.004,0.0,0.001,0.0,0.0,84.0,267.0,1.02
"p[20, 3]",0.003,0.014,0.0,0.013,0.0,0.0,129.0,361.0,1.03
"p[20, 4]",0.008,0.019,0.0,0.037,0.001,0.0,348.0,893.0,1.01
"p[20, 5]",0.007,0.02,0.0,0.031,0.001,0.001,113.0,409.0,1.01
"p[20, 6]",0.022,0.037,0.0,0.086,0.001,0.001,410.0,731.0,1.02
"p[20, 7]",0.006,0.023,0.0,0.029,0.001,0.001,33.0,434.0,1.09
"p[20, 8]",0.912,0.079,0.765,0.999,0.003,0.002,492.0,1831.0,1.01
"p[20, 9]",0.002,0.009,0.0,0.009,0.0,0.0,17.0,207.0,1.17
"p[21, 0]",0.002,0.017,0.0,0.003,0.0,0.0,345.0,635.0,1.02
"p[21, 1]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,128.0,1.11
"p[21, 2]",0.005,0.022,0.0,0.015,0.001,0.001,162.0,458.0,1.01
"p[21, 3]",0.001,0.013,0.0,0.002,0.001,0.001,36.0,71.0,1.08
"p[21, 4]",0.027,0.064,0.0,0.132,0.002,0.002,203.0,290.0,1.03
"p[21, 5]",0.524,0.237,0.093,0.912,0.008,0.005,937.0,1330.0,1.0
"p[21, 6]",0.023,0.058,0.0,0.104,0.002,0.002,185.0,334.0,1.04
"p[21, 7]",0.002,0.012,0.0,0.002,0.0,0.0,178.0,317.0,1.03
"p[21, 8]",0.234,0.198,0.0,0.621,0.008,0.006,557.0,1082.0,1.01
"p[21, 9]",0.182,0.186,0.0,0.542,0.005,0.004,1016.0,1142.0,1.0
"p[22, 0]",0.002,0.019,0.0,0.004,0.001,0.0,157.0,341.0,1.03
"p[22, 1]",0.001,0.01,0.0,0.003,0.0,0.0,44.0,163.0,1.07
"p[22, 2]",0.183,0.201,0.0,0.591,0.011,0.008,240.0,924.0,1.02
"p[22, 3]",0.004,0.021,0.0,0.016,0.002,0.001,39.0,70.0,1.08
"p[22, 4]",0.062,0.118,0.0,0.286,0.008,0.006,69.0,61.0,1.05
"p[22, 5]",0.13,0.192,0.0,0.535,0.017,0.012,44.0,94.0,1.08
"p[22, 6]",0.233,0.244,0.0,0.726,0.035,0.025,37.0,204.0,1.08
"p[22, 7]",0.002,0.016,0.0,0.003,0.0,0.0,161.0,545.0,1.03
"p[22, 8]",0.343,0.243,0.003,0.787,0.016,0.011,234.0,557.0,1.02
"p[22, 9]",0.038,0.103,0.0,0.192,0.013,0.009,36.0,194.0,1.1
"p[23, 0]",0.004,0.019,0.0,0.016,0.001,0.0,49.0,291.0,1.06
"p[23, 1]",0.035,0.051,0.0,0.13,0.001,0.001,628.0,1128.0,1.01
"p[23, 2]",0.0,0.004,0.0,0.001,0.0,0.0,84.0,267.0,1.02
"p[23, 3]",0.003,0.014,0.0,0.013,0.0,0.0,129.0,361.0,1.03
"p[23, 4]",0.008,0.019,0.0,0.037,0.001,0.0,348.0,893.0,1.01
"p[23, 5]",0.007,0.02,0.0,0.031,0.001,0.001,113.0,409.0,1.01
"p[23, 6]",0.022,0.037,0.0,0.086,0.001,0.001,410.0,731.0,1.02
"p[23, 7]",0.006,0.023,0.0,0.029,0.001,0.001,33.0,434.0,1.09
"p[23, 8]",0.912,0.079,0.765,0.999,0.003,0.002,492.0,1831.0,1.01
"p[23, 9]",0.002,0.009,0.0,0.009,0.0,0.0,17.0,207.0,1.17
"p[24, 0]",0.005,0.023,0.0,0.018,0.001,0.0,524.0,712.0,1.02
"p[24, 1]",0.005,0.02,0.0,0.018,0.001,0.0,171.0,292.0,1.02
"p[24, 2]",0.057,0.089,0.0,0.226,0.003,0.002,559.0,1119.0,1.0
"p[24, 3]",0.01,0.034,0.0,0.048,0.001,0.001,133.0,655.0,1.03
"p[24, 4]",0.086,0.118,0.0,0.316,0.005,0.003,513.0,1085.0,1.01
"p[24, 5]",0.003,0.018,0.0,0.008,0.001,0.001,45.0,85.0,1.08
"p[24, 6]",0.053,0.085,0.0,0.212,0.002,0.002,625.0,1164.0,1.01
"p[24, 7]",0.006,0.03,0.0,0.023,0.001,0.0,420.0,510.0,1.01
"p[24, 8]",0.241,0.197,0.0,0.622,0.007,0.005,713.0,1111.0,1.01
"p[24, 9]",0.536,0.225,0.144,0.939,0.011,0.008,430.0,769.0,1.02
"p[25, 0]",0.008,0.055,0.0,0.006,0.002,0.001,20.0,143.0,1.14
"p[25, 1]",0.001,0.016,0.0,0.0,0.0,0.0,87.0,293.0,1.06
"p[25, 2]",0.002,0.029,0.0,0.0,0.001,0.001,16.0,130.0,1.17
"p[25, 3]",0.237,0.3,0.0,0.871,0.035,0.025,54.0,584.0,1.06
"p[25, 4]",0.727,0.311,0.105,1.0,0.027,0.021,101.0,1144.0,1.04
"p[25, 5]",0.003,0.04,0.0,0.0,0.001,0.001,18.0,164.0,1.17
"p[25, 6]",0.002,0.024,0.0,0.0,0.001,0.0,52.0,108.0,1.06
"p[25, 7]",0.004,0.043,0.0,0.0,0.001,0.001,27.0,115.0,1.1
"p[25, 8]",0.003,0.03,0.0,0.002,0.001,0.001,33.0,404.0,1.1
"p[25, 9]",0.011,0.075,0.0,0.01,0.003,0.002,41.0,227.0,1.08
"p[26, 0]",0.004,0.019,0.0,0.016,0.001,0.0,49.0,291.0,1.06
"p[26, 1]",0.035,0.051,0.0,0.13,0.001,0.001,628.0,1128.0,1.01
"p[26, 2]",0.0,0.004,0.0,0.001,0.0,0.0,84.0,267.0,1.02
"p[26, 3]",0.003,0.014,0.0,0.013,0.0,0.0,129.0,361.0,1.03
"p[26, 4]",0.008,0.019,0.0,0.037,0.001,0.0,348.0,893.0,1.01
"p[26, 5]",0.007,0.02,0.0,0.031,0.001,0.001,113.0,409.0,1.01
"p[26, 6]",0.022,0.037,0.0,0.086,0.001,0.001,410.0,731.0,1.02
"p[26, 7]",0.006,0.023,0.0,0.029,0.001,0.001,33.0,434.0,1.09
"p[26, 8]",0.912,0.079,0.765,0.999,0.003,0.002,492.0,1831.0,1.01
"p[26, 9]",0.002,0.009,0.0,0.009,0.0,0.0,17.0,207.0,1.17
"p[27, 0]",0.002,0.02,0.0,0.002,0.0,0.0,210.0,453.0,1.02
"p[27, 1]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,111.0,1.06
"p[27, 2]",0.646,0.293,0.12,1.0,0.013,0.01,362.0,807.0,1.01
"p[27, 3]",0.002,0.021,0.0,0.0,0.001,0.0,73.0,101.0,1.06
"p[27, 4]",0.027,0.073,0.0,0.133,0.003,0.002,194.0,393.0,1.03
"p[27, 5]",0.292,0.267,0.0,0.804,0.013,0.009,302.0,625.0,1.01
"p[27, 6]",0.0,0.001,0.0,0.0,0.0,0.0,54.0,157.0,1.11
"p[27, 7]",0.001,0.008,0.0,0.0,0.0,0.0,111.0,167.0,1.03
"p[27, 8]",0.02,0.053,0.0,0.088,0.003,0.002,121.0,310.0,1.04
"p[27, 9]",0.011,0.044,0.0,0.044,0.001,0.001,72.0,327.0,1.05
"p[28, 0]",0.006,0.042,0.0,0.008,0.002,0.001,26.0,223.0,1.12
"p[28, 1]",0.017,0.081,0.0,0.056,0.003,0.002,78.0,351.0,1.06
"p[28, 2]",0.01,0.061,0.0,0.015,0.002,0.001,17.0,152.0,1.17
"p[28, 3]",0.754,0.283,0.162,1.0,0.016,0.013,170.0,880.0,1.03
"p[28, 4]",0.082,0.17,0.0,0.452,0.011,0.008,86.0,101.0,1.04
"p[28, 5]",0.004,0.034,0.0,0.003,0.001,0.001,16.0,164.0,1.18
"p[28, 6]",0.048,0.142,0.0,0.278,0.006,0.005,69.0,105.0,1.05
"p[28, 7]",0.003,0.032,0.0,0.002,0.001,0.0,26.0,387.0,1.11
"p[28, 8]",0.069,0.153,0.0,0.371,0.01,0.007,81.0,563.0,1.05
"p[28, 9]",0.006,0.04,0.0,0.012,0.002,0.001,36.0,154.0,1.1
"p[29, 0]",0.005,0.037,0.0,0.008,0.001,0.001,163.0,185.0,1.01
"p[29, 1]",0.01,0.056,0.0,0.017,0.002,0.001,184.0,280.0,1.01
"p[29, 2]",0.674,0.278,0.152,1.0,0.008,0.006,1056.0,1815.0,1.01
"p[29, 3]",0.004,0.035,0.0,0.004,0.001,0.001,66.0,76.0,1.05
"p[29, 4]",0.153,0.197,0.0,0.567,0.007,0.005,369.0,1017.0,1.02
"p[29, 5]",0.14,0.184,0.0,0.509,0.006,0.004,757.0,1590.0,1.01
"p[29, 6]",0.0,0.005,0.0,0.0,0.0,0.0,78.0,94.0,1.08
"p[29, 7]",0.003,0.027,0.0,0.003,0.001,0.0,115.0,221.0,1.04
"p[29, 8]",0.01,0.043,0.0,0.032,0.002,0.001,108.0,270.0,1.05
"p[29, 9]",0.001,0.015,0.0,0.001,0.0,0.0,23.0,120.0,1.12
"p[30, 0]",0.004,0.02,0.0,0.012,0.001,0.0,95.0,532.0,1.04
"p[30, 1]",0.016,0.044,0.0,0.069,0.002,0.001,152.0,525.0,1.03
"p[30, 2]",0.005,0.026,0.0,0.016,0.001,0.001,90.0,352.0,1.02
"p[30, 3]",0.002,0.01,0.0,0.006,0.0,0.0,108.0,289.0,1.03
"p[30, 4]",0.078,0.109,0.0,0.292,0.003,0.002,737.0,1124.0,1.01
"p[30, 5]",0.046,0.086,0.0,0.206,0.004,0.003,149.0,554.0,1.01
"p[30, 6]",0.013,0.036,0.0,0.058,0.002,0.001,48.0,181.0,1.07
"p[30, 7]",0.005,0.027,0.0,0.016,0.001,0.001,62.0,339.0,1.06
"p[30, 8]",0.825,0.157,0.518,0.999,0.006,0.004,655.0,1043.0,1.01
"p[30, 9]",0.005,0.021,0.0,0.019,0.002,0.001,16.0,247.0,1.17
"p[31, 0]",0.002,0.009,0.0,0.005,0.0,0.0,41.0,239.0,1.07
"p[31, 1]",0.001,0.007,0.0,0.003,0.001,0.0,42.0,97.0,1.08
"p[31, 2]",0.001,0.006,0.0,0.002,0.0,0.0,83.0,289.0,1.02
"p[31, 3]",0.001,0.006,0.0,0.002,0.0,0.0,69.0,352.0,1.04
"p[31, 4]",0.005,0.012,0.0,0.021,0.001,0.0,161.0,297.0,1.03
"p[31, 5]",0.03,0.055,0.0,0.133,0.004,0.003,119.0,400.0,1.01
"p[31, 6]",0.009,0.02,0.0,0.035,0.001,0.001,56.0,299.0,1.06
"p[31, 7]",0.002,0.011,0.0,0.009,0.0,0.0,29.0,189.0,1.1
"p[31, 8]",0.945,0.066,0.816,1.0,0.005,0.003,144.0,475.0,1.03
"p[31, 9]",0.004,0.013,0.0,0.017,0.001,0.001,16.0,225.0,1.18
"p[32, 0]",0.004,0.033,0.0,0.005,0.001,0.0,99.0,527.0,1.05
"p[32, 1]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,207.0,1.1
"p[32, 2]",0.003,0.021,0.0,0.003,0.001,0.0,108.0,419.0,1.02
"p[32, 3]",0.003,0.021,0.0,0.002,0.002,0.001,29.0,47.0,1.1
"p[32, 4]",0.08,0.144,0.0,0.369,0.005,0.004,238.0,322.0,1.03
"p[32, 5]",0.309,0.269,0.0,0.813,0.009,0.006,699.0,911.0,1.01
"p[32, 6]",0.094,0.157,0.0,0.425,0.006,0.004,303.0,389.0,1.02
"p[32, 7]",0.004,0.027,0.0,0.002,0.001,0.0,116.0,360.0,1.04
"p[32, 8]",0.147,0.194,0.0,0.556,0.008,0.006,490.0,765.0,1.0
"p[32, 9]",0.357,0.278,0.0,0.851,0.008,0.006,919.0,1076.0,1.01
"p[33, 0]",0.004,0.023,0.0,0.013,0.001,0.0,223.0,554.0,1.02
"p[33, 1]",0.0,0.003,0.0,0.0,0.0,0.0,36.0,88.0,1.09
"p[33, 2]",0.022,0.051,0.0,0.108,0.001,0.001,517.0,937.0,1.01
"p[33, 3]",0.003,0.021,0.0,0.006,0.0,0.0,206.0,328.0,1.02
"p[33, 4]",0.003,0.013,0.0,0.014,0.0,0.0,177.0,388.0,1.03
"p[33, 5]",0.796,0.141,0.537,0.996,0.004,0.003,991.0,2546.0,1.01
"p[33, 6]",0.002,0.009,0.0,0.007,0.0,0.0,55.0,290.0,1.07
"p[33, 7]",0.004,0.021,0.0,0.011,0.0,0.0,164.0,461.0,1.03
"p[33, 8]",0.137,0.117,0.0,0.353,0.003,0.002,1142.0,1994.0,1.01
"p[33, 9]",0.028,0.054,0.0,0.122,0.002,0.001,220.0,697.0,1.03
"p[34, 0]",0.002,0.019,0.0,0.003,0.0,0.0,300.0,327.0,1.02
"p[34, 1]",0.001,0.016,0.0,0.001,0.0,0.0,129.0,423.0,1.02
"p[34, 2]",0.818,0.207,0.389,1.0,0.012,0.009,251.0,970.0,1.01
"p[34, 3]",0.004,0.023,0.0,0.009,0.001,0.0,77.0,341.0,1.05
"p[34, 4]",0.081,0.129,0.0,0.332,0.004,0.003,542.0,1462.0,1.01
"p[34, 5]",0.011,0.044,0.0,0.045,0.003,0.002,44.0,93.0,1.08
"p[34, 6]",0.004,0.022,0.0,0.013,0.001,0.0,93.0,128.0,1.07
"p[34, 7]",0.002,0.016,0.0,0.003,0.0,0.0,116.0,468.0,1.03
"p[34, 8]",0.037,0.079,0.0,0.158,0.005,0.003,156.0,478.0,1.02
"p[34, 9]",0.039,0.087,0.0,0.192,0.007,0.005,55.0,272.0,1.06
"p[35, 0]",0.004,0.023,0.0,0.013,0.001,0.0,223.0,554.0,1.02
"p[35, 1]",0.0,0.003,0.0,0.0,0.0,0.0,36.0,88.0,1.09
"p[35, 2]",0.022,0.051,0.0,0.108,0.001,0.001,517.0,937.0,1.01
"p[35, 3]",0.003,0.021,0.0,0.006,0.0,0.0,206.0,328.0,1.02
"p[35, 4]",0.003,0.013,0.0,0.014,0.0,0.0,177.0,388.0,1.03
"p[35, 5]",0.796,0.141,0.537,0.996,0.004,0.003,991.0,2546.0,1.01
"p[35, 6]",0.002,0.009,0.0,0.007,0.0,0.0,55.0,290.0,1.07
"p[35, 7]",0.004,0.021,0.0,0.011,0.0,0.0,164.0,461.0,1.03
"p[35, 8]",0.137,0.117,0.0,0.353,0.003,0.002,1142.0,1994.0,1.01
"p[35, 9]",0.028,0.054,0.0,0.122,0.002,0.001,220.0,697.0,1.03
"p[36, 0]",0.002,0.016,0.0,0.003,0.0,0.0,228.0,450.0,1.02
"p[36, 1]",0.134,0.13,0.0,0.383,0.003,0.002,1349.0,2472.0,1.01
"p[36, 2]",0.001,0.009,0.0,0.002,0.0,0.0,160.0,609.0,1.02
"p[36, 3]",0.008,0.031,0.0,0.034,0.001,0.001,255.0,523.0,1.01
"p[36, 4]",0.0,0.001,0.0,0.0,0.0,0.0,56.0,64.0,1.05
"p[36, 5]",0.051,0.086,0.0,0.203,0.003,0.002,547.0,907.0,1.01
"p[36, 6]",0.79,0.158,0.493,0.999,0.004,0.003,1362.0,2704.0,1.01
"p[36, 7]",0.002,0.02,0.0,0.003,0.0,0.0,142.0,661.0,1.03
"p[36, 8]",0.011,0.03,0.0,0.048,0.001,0.001,224.0,515.0,1.02
"p[36, 9]",0.0,0.003,0.0,0.0,0.0,0.0,28.0,63.0,1.13
"p[37, 0]",0.007,0.047,0.0,0.008,0.001,0.001,29.0,156.0,1.09
"p[37, 1]",0.0,0.001,0.0,0.0,0.0,0.0,94.0,298.0,1.05
"p[37, 2]",0.146,0.244,0.0,0.719,0.009,0.006,87.0,443.0,1.04
"p[37, 3]",0.001,0.018,0.0,0.0,0.0,0.0,17.0,95.0,1.16
"p[37, 4]",0.581,0.329,0.043,1.0,0.015,0.012,367.0,1633.0,1.02
"p[37, 5]",0.235,0.282,0.0,0.83,0.015,0.011,279.0,743.0,1.02
"p[37, 6]",0.002,0.021,0.0,0.001,0.001,0.0,91.0,132.0,1.05
"p[37, 7]",0.004,0.037,0.0,0.001,0.001,0.001,38.0,249.0,1.08
"p[37, 8]",0.002,0.024,0.0,0.002,0.001,0.0,127.0,271.0,1.04
"p[37, 9]",0.022,0.087,0.0,0.092,0.002,0.002,151.0,417.0,1.03
"p[38, 0]",0.002,0.016,0.0,0.003,0.0,0.0,228.0,450.0,1.02
"p[38, 1]",0.134,0.13,0.0,0.383,0.003,0.002,1349.0,2472.0,1.01
"p[38, 2]",0.001,0.009,0.0,0.002,0.0,0.0,160.0,609.0,1.02
"p[38, 3]",0.008,0.031,0.0,0.034,0.001,0.001,255.0,523.0,1.01
"p[38, 4]",0.0,0.001,0.0,0.0,0.0,0.0,56.0,64.0,1.05
"p[38, 5]",0.051,0.086,0.0,0.203,0.003,0.002,547.0,907.0,1.01
"p[38, 6]",0.79,0.158,0.493,0.999,0.004,0.003,1362.0,2704.0,1.01
"p[38, 7]",0.002,0.02,0.0,0.003,0.0,0.0,142.0,661.0,1.03
"p[38, 8]",0.011,0.03,0.0,0.048,0.001,0.001,224.0,515.0,1.02
"p[38, 9]",0.0,0.003,0.0,0.0,0.0,0.0,28.0,63.0,1.13
"p[39, 0]",0.001,0.01,0.0,0.002,0.0,0.0,248.0,538.0,1.02
"p[39, 1]",0.045,0.091,0.0,0.223,0.004,0.003,245.0,365.0,1.01
"p[39, 2]",0.006,0.026,0.0,0.024,0.001,0.001,161.0,668.0,1.02
"p[39, 3]",0.006,0.024,0.0,0.02,0.001,0.0,254.0,627.0,1.01
"p[39, 4]",0.001,0.005,0.0,0.002,0.0,0.0,59.0,63.0,1.05
"p[39, 5]",0.01,0.031,0.0,0.041,0.002,0.002,60.0,97.0,1.07
"p[39, 6]",0.85,0.148,0.572,1.0,0.006,0.004,357.0,951.0,1.02
"p[39, 7]",0.002,0.018,0.0,0.002,0.0,0.0,150.0,611.0,1.03
"p[39, 8]",0.077,0.104,0.0,0.263,0.004,0.003,284.0,612.0,1.02
"p[39, 9]",0.003,0.019,0.0,0.007,0.001,0.001,32.0,116.0,1.12
"p[40, 0]",0.003,0.021,0.0,0.003,0.0,0.0,135.0,552.0,1.02
"p[40, 1]",0.042,0.133,0.0,0.224,0.004,0.003,245.0,210.0,1.05
"p[40, 2]",0.003,0.029,0.0,0.003,0.001,0.001,62.0,208.0,1.04
"p[40, 3]",0.002,0.023,0.0,0.001,0.0,0.0,35.0,443.0,1.09
"p[40, 4]",0.263,0.283,0.0,0.835,0.01,0.007,645.0,661.0,1.01
"p[40, 5]",0.008,0.043,0.0,0.02,0.004,0.003,18.0,47.0,1.16
"p[40, 6]",0.25,0.268,0.0,0.796,0.009,0.006,754.0,1012.0,1.01
"p[40, 7]",0.003,0.03,0.0,0.001,0.001,0.0,129.0,510.0,1.03
"p[40, 8]",0.01,0.039,0.0,0.035,0.002,0.001,25.0,34.0,1.11
"p[40, 9]",0.417,0.316,0.0,0.943,0.01,0.007,928.0,1353.0,1.0
"p[41, 0]",0.001,0.013,0.0,0.0,0.0,0.0,149.0,276.0,1.03
"p[41, 1]",0.98,0.054,0.897,1.0,0.002,0.001,211.0,446.0,1.02
"p[41, 2]",0.001,0.013,0.0,0.0,0.0,0.0,106.0,139.0,1.03
"p[41, 3]",0.002,0.015,0.0,0.001,0.0,0.0,181.0,382.0,1.02
"p[41, 4]",0.003,0.016,0.0,0.005,0.0,0.0,218.0,388.0,1.02
"p[41, 5]",0.0,0.007,0.0,0.0,0.0,0.0,21.0,61.0,1.14
"p[41, 6]",0.004,0.021,0.0,0.015,0.001,0.0,150.0,581.0,1.02
"p[41, 7]",0.001,0.015,0.0,0.0,0.0,0.0,131.0,164.0,1.02
"p[41, 8]",0.0,0.001,0.0,0.0,0.0,0.0,36.0,45.0,1.09
"p[41, 9]",0.006,0.029,0.0,0.024,0.001,0.0,232.0,713.0,1.02
"p[42, 0]",0.004,0.019,0.0,0.016,0.001,0.0,49.0,291.0,1.06
"p[42, 1]",0.035,0.051,0.0,0.13,0.001,0.001,628.0,1128.0,1.01
"p[42, 2]",0.0,0.004,0.0,0.001,0.0,0.0,84.0,267.0,1.02
"p[42, 3]",0.003,0.014,0.0,0.013,0.0,0.0,129.0,361.0,1.03
"p[42, 4]",0.008,0.019,0.0,0.037,0.001,0.0,348.0,893.0,1.01
"p[42, 5]",0.007,0.02,0.0,0.031,0.001,0.001,113.0,409.0,1.01
"p[42, 6]",0.022,0.037,0.0,0.086,0.001,0.001,410.0,731.0,1.02
"p[42, 7]",0.006,0.023,0.0,0.029,0.001,0.001,33.0,434.0,1.09
"p[42, 8]",0.912,0.079,0.765,0.999,0.003,0.002,492.0,1831.0,1.01
"p[42, 9]",0.002,0.009,0.0,0.009,0.0,0.0,17.0,207.0,1.17
"p[43, 0]",0.001,0.017,0.0,0.001,0.0,0.0,102.0,332.0,1.03
"p[43, 1]",0.96,0.083,0.818,1.0,0.004,0.003,127.0,396.0,1.02
"p[43, 2]",0.0,0.002,0.0,0.0,0.0,0.0,73.0,133.0,1.03
"p[43, 3]",0.001,0.012,0.0,0.001,0.0,0.0,158.0,262.0,1.02
"p[43, 4]",0.006,0.025,0.0,0.025,0.001,0.001,252.0,494.0,1.01
"p[43, 5]",0.001,0.005,0.0,0.001,0.0,0.0,21.0,69.0,1.14
"p[43, 6]",0.017,0.052,0.0,0.079,0.001,0.001,172.0,698.0,1.02
"p[43, 7]",0.001,0.012,0.0,0.001,0.0,0.0,111.0,209.0,1.02
"p[43, 8]",0.007,0.029,0.0,0.027,0.002,0.001,37.0,49.0,1.09
"p[43, 9]",0.005,0.021,0.0,0.017,0.001,0.001,24.0,246.0,1.11
"p[44, 0]",0.004,0.019,0.0,0.016,0.001,0.0,49.0,291.0,1.06
"p[44, 1]",0.035,0.051,0.0,0.13,0.001,0.001,628.0,1128.0,1.01
"p[44, 2]",0.0,0.004,0.0,0.001,0.0,0.0,84.0,267.0,1.02
"p[44, 3]",0.003,0.014,0.0,0.013,0.0,0.0,129.0,361.0,1.03
"p[44, 4]",0.008,0.019,0.0,0.037,0.001,0.0,348.0,893.0,1.01
"p[44, 5]",0.007,0.02,0.0,0.031,0.001,0.001,113.0,409.0,1.01
"p[44, 6]",0.022,0.037,0.0,0.086,0.001,0.001,410.0,731.0,1.02
"p[44, 7]",0.006,0.023,0.0,0.029,0.001,0.001,33.0,434.0,1.09
"p[44, 8]",0.912,0.079,0.765,0.999,0.003,0.002,492.0,1831.0,1.01
"p[44, 9]",0.002,0.009,0.0,0.009,0.0,0.0,17.0,207.0,1.17
"p[45, 0]",0.003,0.022,0.0,0.006,0.001,0.0,363.0,616.0,1.02
"p[45, 1]",0.034,0.096,0.0,0.182,0.004,0.003,205.0,303.0,1.01
"p[45, 2]",0.042,0.084,0.0,0.18,0.003,0.002,226.0,734.0,1.01
"p[45, 3]",0.014,0.054,0.0,0.053,0.001,0.001,240.0,592.0,1.03
"p[45, 4]",0.009,0.029,0.0,0.04,0.001,0.001,74.0,66.0,1.05
"p[45, 5]",0.011,0.046,0.0,0.041,0.003,0.002,51.0,87.0,1.08
"p[45, 6]",0.538,0.269,0.09,0.98,0.008,0.006,991.0,1744.0,1.01
"p[45, 7]",0.005,0.033,0.0,0.011,0.001,0.001,277.0,524.0,1.02
"p[45, 8]",0.297,0.23,0.001,0.725,0.009,0.007,557.0,1363.0,1.01
"p[45, 9]",0.047,0.107,0.0,0.245,0.01,0.007,52.0,195.0,1.08
"p[46, 0]",0.001,0.013,0.0,0.0,0.0,0.0,149.0,276.0,1.03
"p[46, 1]",0.98,0.054,0.897,1.0,0.002,0.001,211.0,446.0,1.02
"p[46, 2]",0.001,0.013,0.0,0.0,0.0,0.0,106.0,139.0,1.03
"p[46, 3]",0.002,0.015,0.0,0.001,0.0,0.0,181.0,382.0,1.02
"p[46, 4]",0.003,0.016,0.0,0.005,0.0,0.0,218.0,388.0,1.02
"p[46, 5]",0.0,0.007,0.0,0.0,0.0,0.0,21.0,61.0,1.14
"p[46, 6]",0.004,0.021,0.0,0.015,0.001,0.0,150.0,581.0,1.02
"p[46, 7]",0.001,0.015,0.0,0.0,0.0,0.0,131.0,164.0,1.02
"p[46, 8]",0.0,0.001,0.0,0.0,0.0,0.0,36.0,45.0,1.09
"p[46, 9]",0.006,0.029,0.0,0.024,0.001,0.0,232.0,713.0,1.02
"p[47, 0]",0.004,0.019,0.0,0.016,0.001,0.0,49.0,291.0,1.06
"p[47, 1]",0.035,0.051,0.0,0.13,0.001,0.001,628.0,1128.0,1.01
"p[47, 2]",0.0,0.004,0.0,0.001,0.0,0.0,84.0,267.0,1.02
"p[47, 3]",0.003,0.014,0.0,0.013,0.0,0.0,129.0,361.0,1.03
"p[47, 4]",0.008,0.019,0.0,0.037,0.001,0.0,348.0,893.0,1.01
"p[47, 5]",0.007,0.02,0.0,0.031,0.001,0.001,113.0,409.0,1.01
"p[47, 6]",0.022,0.037,0.0,0.086,0.001,0.001,410.0,731.0,1.02
"p[47, 7]",0.006,0.023,0.0,0.029,0.001,0.001,33.0,434.0,1.09
"p[47, 8]",0.912,0.079,0.765,0.999,0.003,0.002,492.0,1831.0,1.01
"p[47, 9]",0.002,0.009,0.0,0.009,0.0,0.0,17.0,207.0,1.17
"p[48, 0]",0.001,0.012,0.0,0.002,0.0,0.0,209.0,434.0,1.02
