,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[78, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[78, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[78, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[78, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[78, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[78, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[78, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[79, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[79, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[79, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[79, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[79, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[79, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[79, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[79, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[79, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[79, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[79, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[80, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[80, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[80, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[80, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[80, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[80, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[80, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[80, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[80, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[80, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[80, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[81, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[81, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[81, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[81, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[81, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[81, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[81, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[81, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[81, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[81, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[81, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[82, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[82, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[82, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[82, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[82, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[82, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[82, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[82, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[82, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[82, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[82, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[83, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[83, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[83, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[83, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[83, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[83, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[83, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[83, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[83, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[83, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[83, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[84, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[84, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[84, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[84, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[84, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[84, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[84, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[84, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[84, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[84, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[84, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[85, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[85, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[85, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[85, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[85, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[85, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[85, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[85, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[85, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[85, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[85, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[86, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[86, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[86, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[86, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[86, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[86, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[86, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[86, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[86, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[86, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[86, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[87, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[87, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[87, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[87, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[87, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[87, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[87, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[87, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[87, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[87, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[87, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[88, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[88, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[88, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[88, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[88, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[88, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[88, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[88, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[88, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[88, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[88, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
