,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[21, 7]",0.002,0.013,0.0,0.006,0.0,0.0,74.0,189.0,1.04
"p[21, 8]",0.001,0.013,0.0,0.001,0.0,0.0,29.0,241.0,1.1
"p[22, 0]",0.0,0.009,0.0,0.0,0.0,0.0,11.0,77.0,1.31
"p[22, 1]",0.0,0.007,0.0,0.0,0.0,0.0,30.0,196.0,1.1
"p[22, 2]",0.001,0.012,0.0,0.0,0.0,0.0,30.0,146.0,1.1
"p[22, 3]",0.0,0.0,0.0,0.0,0.0,0.0,47.0,102.0,1.1
"p[22, 4]",0.996,0.025,0.992,1.0,0.001,0.0,125.0,879.0,1.04
"p[22, 5]",0.0,0.006,0.0,0.0,0.0,0.0,124.0,174.0,1.04
"p[22, 6]",0.001,0.01,0.0,0.0,0.0,0.0,108.0,265.0,1.04
"p[22, 7]",0.001,0.013,0.0,0.0,0.0,0.0,163.0,478.0,1.03
"p[22, 8]",0.001,0.009,0.0,0.0,0.0,0.0,84.0,202.0,1.04
"p[23, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[23, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[23, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[23, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[23, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[23, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[23, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[23, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[23, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[24, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[24, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[24, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[24, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[24, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[24, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[24, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[24, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[24, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[25, 0]",0.0,0.007,0.0,0.0,0.0,0.0,17.0,214.0,1.18
"p[25, 1]",0.001,0.01,0.0,0.0,0.0,0.0,79.0,354.0,1.04
"p[25, 2]",0.001,0.017,0.0,0.0,0.0,0.0,33.0,425.0,1.08
"p[25, 3]",0.0,0.002,0.0,0.0,0.0,0.0,77.0,207.0,1.04
"p[25, 4]",0.001,0.012,0.0,0.0,0.0,0.0,167.0,342.0,1.02
"p[25, 5]",0.001,0.008,0.0,0.0,0.0,0.0,44.0,281.0,1.07
"p[25, 6]",0.001,0.008,0.0,0.0,0.0,0.0,91.0,166.0,1.05
"p[25, 7]",0.995,0.029,0.988,1.0,0.001,0.0,70.0,1700.0,1.04
"p[25, 8]",0.001,0.01,0.0,0.0,0.0,0.0,34.0,122.0,1.09
"p[26, 0]",0.001,0.018,0.0,0.0,0.001,0.001,12.0,44.0,1.27
"p[26, 1]",0.003,0.031,0.0,0.0,0.001,0.001,74.0,212.0,1.04
"p[26, 2]",0.004,0.034,0.0,0.002,0.001,0.001,31.0,236.0,1.09
"p[26, 3]",0.199,0.256,0.0,0.759,0.02,0.014,91.0,314.0,1.05
"p[26, 4]",0.777,0.27,0.206,1.0,0.015,0.012,137.0,414.0,1.03
"p[26, 5]",0.003,0.035,0.0,0.0,0.001,0.001,90.0,200.0,1.04
"p[26, 6]",0.002,0.023,0.0,0.001,0.001,0.001,65.0,252.0,1.06
"p[26, 7]",0.009,0.054,0.0,0.01,0.001,0.001,43.0,166.0,1.07
"p[26, 8]",0.002,0.025,0.0,0.001,0.001,0.0,26.0,150.0,1.11
"p[27, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[27, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[27, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[27, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[27, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[27, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[27, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[27, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[27, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[28, 0]",0.001,0.007,0.0,0.0,0.0,0.0,17.0,44.0,1.2
"p[28, 1]",0.001,0.009,0.0,0.0,0.0,0.0,104.0,287.0,1.03
"p[28, 2]",0.002,0.014,0.0,0.001,0.0,0.0,56.0,294.0,1.06
"p[28, 3]",0.968,0.062,0.853,1.0,0.002,0.002,226.0,381.0,1.01
"p[28, 4]",0.023,0.052,0.0,0.113,0.002,0.001,174.0,332.0,1.02
"p[28, 5]",0.001,0.012,0.0,0.0,0.0,0.0,148.0,335.0,1.03
"p[28, 6]",0.001,0.011,0.0,0.0,0.0,0.0,55.0,367.0,1.06
"p[28, 7]",0.002,0.013,0.0,0.006,0.0,0.0,74.0,189.0,1.04
"p[28, 8]",0.001,0.013,0.0,0.001,0.0,0.0,29.0,241.0,1.1
"p[29, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[29, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[29, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[29, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[29, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[29, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[29, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[29, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[29, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[30, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[30, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[30, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[30, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[30, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[30, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[30, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[30, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[30, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[31, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[31, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[31, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[31, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[31, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[31, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[31, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[31, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[31, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[32, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[32, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[32, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[32, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[32, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[32, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[32, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[32, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[32, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[33, 0]",0.0,0.009,0.0,0.0,0.0,0.0,11.0,77.0,1.31
"p[33, 1]",0.0,0.007,0.0,0.0,0.0,0.0,30.0,196.0,1.1
"p[33, 2]",0.001,0.012,0.0,0.0,0.0,0.0,30.0,146.0,1.1
"p[33, 3]",0.0,0.0,0.0,0.0,0.0,0.0,47.0,102.0,1.1
"p[33, 4]",0.996,0.025,0.992,1.0,0.001,0.0,125.0,879.0,1.04
"p[33, 5]",0.0,0.006,0.0,0.0,0.0,0.0,124.0,174.0,1.04
"p[33, 6]",0.001,0.01,0.0,0.0,0.0,0.0,108.0,265.0,1.04
"p[33, 7]",0.001,0.013,0.0,0.0,0.0,0.0,163.0,478.0,1.03
"p[33, 8]",0.001,0.009,0.0,0.0,0.0,0.0,84.0,202.0,1.04
"p[34, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[34, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[34, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[34, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[34, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[34, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[34, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[34, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[34, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[35, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[35, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[35, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[35, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[35, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[35, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[35, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[35, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[35, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[36, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[36, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[36, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[36, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[36, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[36, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[36, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[36, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[36, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[37, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[37, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[37, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[37, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[37, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[37, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[37, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[37, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[37, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[38, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[38, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[38, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[38, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[38, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[38, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[38, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[38, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[38, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[39, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[39, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[39, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[39, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[39, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[39, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[39, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[39, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[39, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[40, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[40, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[40, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[40, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[40, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[40, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[40, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[40, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[40, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[41, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[41, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[41, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[41, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[41, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[41, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[41, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[41, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[41, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[42, 0]",0.0,0.009,0.0,0.0,0.0,0.0,11.0,77.0,1.31
"p[42, 1]",0.0,0.007,0.0,0.0,0.0,0.0,30.0,196.0,1.1
"p[42, 2]",0.001,0.012,0.0,0.0,0.0,0.0,30.0,146.0,1.1
"p[42, 3]",0.0,0.0,0.0,0.0,0.0,0.0,47.0,102.0,1.1
"p[42, 4]",0.996,0.025,0.992,1.0,0.001,0.0,125.0,879.0,1.04
"p[42, 5]",0.0,0.006,0.0,0.0,0.0,0.0,124.0,174.0,1.04
"p[42, 6]",0.001,0.01,0.0,0.0,0.0,0.0,108.0,265.0,1.04
"p[42, 7]",0.001,0.013,0.0,0.0,0.0,0.0,163.0,478.0,1.03
"p[42, 8]",0.001,0.009,0.0,0.0,0.0,0.0,84.0,202.0,1.04
"p[43, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[43, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[43, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[43, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[43, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[43, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[43, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[43, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[43, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[44, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[44, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[44, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[44, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[44, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[44, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[44, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[44, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[44, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[45, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[45, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[45, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[45, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[45, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[45, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[45, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[45, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[45, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
"p[46, 0]",0.924,0.05,0.831,0.995,0.001,0.001,2662.0,2987.0,1.0
"p[46, 1]",0.002,0.008,0.0,0.006,0.0,0.0,34.0,266.0,1.1
"p[46, 2]",0.001,0.007,0.0,0.003,0.0,0.0,79.0,259.0,1.07
"p[46, 3]",0.033,0.034,0.0,0.095,0.001,0.001,1390.0,1839.0,1.0
"p[46, 4]",0.035,0.034,0.0,0.099,0.001,0.001,1111.0,1099.0,1.0
"p[46, 5]",0.001,0.008,0.0,0.005,0.0,0.0,22.0,152.0,1.12
"p[46, 6]",0.002,0.008,0.0,0.008,0.0,0.0,37.0,104.0,1.11
"p[46, 7]",0.001,0.005,0.0,0.001,0.0,0.0,90.0,205.0,1.04
"p[46, 8]",0.001,0.007,0.0,0.004,0.0,0.0,40.0,145.0,1.08
